Date,BH,all_75,all_65,all_60,all_55
2024-01-30,2.665509684166034,0.0,2.66550535047633,2.66550535047633,2.66550535047633
2024-01-31,2.985904838189324,0.0,2.977582487190304,2.3255053504763303,2.977582487190304
2024-02-01,-0.8521621110480715,0.0,2.637582487190304,2.3255053504763303,-0.749206170214086
2024-02-02,-0.21248428617516302,0.0,3.1827583002895095,2.3255053504763303,-0.10403035711488062
2024-02-05,-0.10679838467442249,0.005912305478580571,3.2886706057680897,2.3255053504763303,0.0018819483636995926
2024-02-15,3.6255826630622323,3.7422824315048597,7.025040731794369,2.3255053504763303,3.7382520743899788
2024-02-16,3.411985893713365,3.536160664125884,6.818918964415393,2.3255053504763303,3.532130307011003
2024-02-19,2.665509684166034,2.814311388847914,6.097069689137423,2.3255053504763303,2.810281031733033
2024-02-20,4.69134154345916,4.78754887910795,8.07030717939746,2.3255053504763303,4.783518521993069
2024-02-21,4.584543158784737,4.685533926633635,7.968292226923144,2.3255053504763303,4.681503569518754
2024-02-22,8.209013338673255,8.151124599039308,11.433882899328818,5.691096022882004,8.147094241924428
2024-02-23,17.271301271568284,16.525926408417842,19.808684708707354,14.06589783226054,16.52189605130296
2024-02-26,18.869939592163654,17.889122490935808,21.17188079122532,15.429093914778505,17.885092133820926
2024-02-27,18.869939592163654,17.549122490935808,21.171880831622808,15.429093955175992,17.885092174218414
2024-02-29,21.535449276329686,17.549122490935808,23.41425208678175,17.671465210334933,20.127463429377357
2024-03-01,17.804180711766726,17.549122490935808,23.07425208678175,14.601365588808044,17.057363807850468
2024-03-04,22.601208156726614,21.52115677734431,27.046286373190252,18.673399875216543,21.129398094258967
2024-03-05,23.135200080098773,21.956701963804576,26.706286373190252,19.10894506167681,21.564943280719234
2024-03-06,26.866468644661758,24.986926521329078,29.636510930714756,22.13916961920131,24.595167838243736
2024-03-07,31.13061664942318,28.348053373017873,32.99763778240355,25.500296470890106,27.956294689932527
2024-03-08,31.13061664942318,28.00805337301787,32.65763778240355,25.500296445220947,27.956294664263368
2024-03-11,30.597737209224718,28.00805337301787,32.15127189174859,25.09393055456599,27.549928773608407
2024-03-12,29.530865845654077,28.00805337301787,31.334350274032005,24.277008936849406,26.733007155891823
2024-03-13,29.530865845654077,28.00805337301787,30.994350274032,24.277009019709435,26.733007238751853
2024-03-14,22.601208156726614,28.00805337301787,30.994350274032,18.927204126592216,21.383202345634633
2024-03-15,21.002569836131222,28.00805337301787,30.994350274032,17.62327093458774,20.079269153630158
2024-03-18,24.733838400694186,28.00805337301787,30.994350274032,20.70689059621694,23.162888815259358
2024-03-19,22.601208156726614,28.00805337301787,30.994350274032,18.997152864757915,21.453151083800332
2024-03-20,20.46969039593276,28.00805337301787,30.994350274032,17.258571735626987,19.714569954669404
2024-03-21,21.535449276329686,28.00805337301787,31.779015936346546,18.14323739794153,20.599235616983947
2024-03-22,19.936810955734273,28.00805337301787,30.46364842945382,16.8278698910488,19.283868110091216
2024-03-25,19.40393151553581,28.00805337301787,30.019355946213835,16.383577407808815,18.839575626851232
2024-03-26,20.46969039593276,28.800615259736315,30.911917832932282,17.27613929452726,19.732137513569675
2024-03-27,24.200958960495722,31.897886366581314,34.00918893977728,20.373410401372254,22.82940862041467
2024-03-28,23.66807952029726,31.46883664767238,33.58013922086835,19.94436068246332,22.400358901505736
2024-03-29,27.39934808486022,34.48600402216407,36.59730659536004,19.60436068246332,25.417526275997428
2024-04-01,23.66807952029726,34.146004022164064,33.66850605853804,19.60436068246332,22.488725739175432
2024-04-02,24.200958960495722,34.146004022164064,33.32850605853804,19.935259069270803,22.919624125982917
2024-04-03,23.66807952029726,34.146004022164064,33.32850605853804,19.595259069270803,22.490574525941643
2024-04-08,22.601208156726614,34.146004022164064,33.32850605853804,19.595259069270803,21.627888121612514
2024-04-09,23.668079520297237,34.146004022164064,33.32850605853804,19.595259069270803,22.498081523743405
2024-04-10,27.399348084860197,34.146004022164064,33.32850605853804,19.595259069270803,25.51524888123877
2024-04-11,27.93222752505866,34.146004022164064,33.32850605853804,19.595259069270803,25.93351641710187
2024-04-12,25.799597281091092,34.146004022164064,33.32850605853804,19.595259069270803,24.266523185680956
2024-04-15,18.33706015196519,34.146004022164064,33.32850605853804,19.595259069270803,18.334432930861865
2024-04-16,12.473161343434679,34.146004022164064,33.32850605853804,19.595259069270803,13.379185173296161
2024-04-17,11.940281903236215,34.146004022164064,33.32850605853804,19.595259069270803,12.905397641729792
2024-04-18,11.940281903236215,34.146004022164064,33.32850605853804,19.595259069270803,12.905397681250921
2024-04-19,5.863898808530532,34.146004022164064,33.32850605853804,14.067022942293061,7.477161554273178
2024-04-22,2.985904838189346,34.146004022164064,33.32850605853804,11.348444212852677,4.758582824832794
2024-04-23,3.6255826630622545,34.66713545456355,33.32850605853804,11.969575645252156,5.379714257232274
2024-04-24,7.676133898474835,38.57597247647695,33.32850605853804,15.87841266716556,9.288551279145675
2024-04-25,4.584543158784782,35.70477447154521,33.32850605853804,15.53841266716556,6.417353274213927
2024-04-26,7.143254458276371,38.151322784836324,35.675054371829155,17.884960980456675,8.863901587505044
2024-04-29,8.209013338673298,39.14602909054612,35.33505437182915,17.544960980456676,9.858607893214849
2024-04-30,5.757100423856132,36.88012692939688,32.9691522106799,17.544960980456676,7.592705732065601
2024-05-02,6.610375018077885,37.686949970169294,33.775975251452316,18.251784021229092,8.399528772838018
2024-05-03,10.87452302283931,41.68670131319463,37.77572659447765,22.25153536425443,12.399280115863352
2024-05-06,10.341643582640847,41.206082565761875,37.2951078470449,21.770916616821676,11.918661368430598
2024-05-07,11.407402463037752,42.17195613143966,38.260981412722685,22.736790182499455,12.884534934108377
2024-05-08,16.73842183136982,46.957111694389496,43.04613697567252,27.521945745449283,17.669690497058205
2024-05-09,16.73842183136982,46.61711169438949,43.04613698928536,27.521945759062127,17.66969051067105
2024-05-10,16.73842183136982,46.517111709446255,43.04613700434212,27.181945759062128,17.66969052572781
2024-05-13,18.869939592163696,48.34300719535949,44.87203249025536,28.907841244975366,19.495586011641045
2024-05-14,23.135200080098816,51.93117812610271,44.532032490255354,32.49601217571858,23.083756942384262
2024-05-15,23.135200080098816,51.931178107731355,44.43203247188401,32.49601215734724,23.083756924012917
2024-05-16,26.8664686446618,51.59117810773135,47.462257041692915,32.156012157347234,26.113981493821825
2024-05-17,24.20095896049577,51.59117810773135,47.12225704169291,29.954979956700125,24.01294929317472
2024-05-20,26.8664686446618,53.63730109562714,49.1683800295887,32.101102944595915,26.159072281070504
2024-05-21,25.266717840892696,52.37632847001386,47.907407403975405,30.840130318982624,24.898099655457216
2024-05-22,26.333589204463294,53.22800528000654,47.5674074039754,31.69180712897531,25.7497764654499
2024-05-23,28.465106965257192,54.91522215750956,49.15462428147841,33.379024006478325,27.43699334295291
2024-05-24,27.399348084860264,54.08561628938834,48.32501841335719,32.549418138357105,26.607387474831686
2024-05-27,36.99451545795376,61.61718313951934,55.856585263488185,40.0809849884881,34.13895432496268
2024-05-28,39.6589126589461,61.27718313951934,55.51658526348818,39.740984988488094,36.08384354060256
2024-05-29,37.527394898152224,61.27718313951934,53.89035141430349,39.740984988488094,34.557609691417866
2024-05-30,37.527394898152224,61.27718313951934,53.89035150807055,39.740984988488094,34.55760978518493
2024-05-31,31.663496089621688,61.27718313951934,49.62655031885914,39.740984988488094,30.293808595973516
2024-06-03,35.394764654184655,64.01112951058919,52.46049668992899,42.47493135955794,33.127754967043366
2024-06-04,32.19637552982015,61.64886014683776,50.09822732617757,42.13493135955794,30.76548560329195
2024-06-05,31.130616649423224,60.84265996199855,49.292027141338366,41.22873117471873,29.959285418452744
2024-06-06,37.5273948981522,65.72083305790306,54.17020023724288,46.10690427062325,34.83745851435726
2024-06-07,35.92764409438309,64.55760922216594,53.00697640150575,44.94368043488612,33.67423467862013
2024-06-11,35.39476465418463,64.16558427597356,52.614951455313374,44.55165548869374,33.28220973242775
2024-06-12,38.59315377854911,66.52785362536979,54.9772208047096,46.91392483808997,35.64447908182398
2024-06-13,47.65544171144411,73.06662043504106,61.51598761438088,53.45269164776124,42.183245891495254
2024-06-14,48.72120059184104,72.72662043504106,61.17598761438088,54.17447611576439,42.905030359498404
2024-06-17,47.12256227124565,72.72662043504106,61.17598761438088,53.83447611576439,41.83010775302604
2024-06-18,49.78695947223801,72.72662043504106,61.17598761438088,53.83447611576439,43.64111857127761
2024-06-19,58.31636796493456,72.72662043504106,61.17598761438088,59.42882971612781,49.33547217164103
2024-06-20,59.91500628552995,72.72662043504106,61.17598761438088,60.438604098362866,50.34524655387609
2024-06-21,58.84924740513302,72.72662043504106,61.17598761438088,59.77215381256966,49.678796268082884
2024-06-24,50.31983891243645,72.72662043504106,61.17598761438088,59.43215381256966,44.30929439692854
2024-06-25,47.65544171144411,72.72662043504106,61.17598761438088,59.43215381256966,42.536812516811516
2024-06-26,49.78695947223799,72.72662043504106,61.17598761438088,59.43215381256966,43.980390542475035
2024-06-27,48.72120059184104,72.72662043504106,61.17598761438088,59.43215381256966,43.268868291244225
2024-06-28,49.254080032039525,72.72662043504106,61.17598761438088,59.69046441552025,43.62717889419481
2024-07-01,50.85383083580859,72.72662043504106,61.17598761438088,60.76229529485018,44.69900977352474
2024-07-02,50.31983891243643,72.72662043504106,60.72200434064721,60.40831202111651,44.34502649979107
2024-07-03,49.78695947223797,72.72662043504106,60.36751336447606,60.053821044945366,43.990535523619926
2024-07-04,49.83145879918565,72.72662043504106,60.39721455174176,60.083522232211074,44.020236710885634
2024-07-05,47.106987506813944,72.72662043504106,58.57885796131043,58.265165641779745,42.201880120454305
2024-07-08,54.73528462881998,77.8121694714365,63.76440699770588,63.450714678175196,47.387429156849755
2024-07-09,59.09399370334523,80.62904559436375,66.58128312063313,66.26759080110243,50.204305279776996
2024-07-10,56.36952241097353,78.91655459232058,66.24128312063313,64.55509979905926,48.49181427773383
2024-07-11,54.735284628820004,78.57655459232058,66.24128312063313,63.509991233321294,47.446705711995854
2024-07-12,48.19722101703212,78.57655459232058,66.24128312063313,59.28466816529176,43.22138264396632
2024-07-15,47.652104261923036,78.57655459232058,66.24128312063313,58.916834329765514,42.853548808440074
2024-07-16,46.56187075170488,78.57655459232058,66.24128312063313,58.57683432976551,42.11517442617574
2024-07-17,44.38251621444225,78.57655459232058,66.24128312063313,58.57683432976551,40.62818178059055
2024-07-18,39.479802867981626,78.57655459232058,66.24128312063313,55.08119637846494,37.23254382928998
2024-07-19,37.300448330719014,78.57655459232058,66.24128312063313,54.741196378464934,35.67005905867393
2024-07-22,33.48574352812916,78.57655459232058,63.36291713157416,51.86283038940598,32.89169306961497
2024-07-23,38.93468611287254,78.57655459232058,67.44495621080532,55.94486946863713,36.97373214884612
2024-07-26,35.665098065391774,78.57655459232058,67.10495621080531,53.59154101839482,34.62040369860381
2024-07-29,35.12109379345638,78.07556273614061,67.10495621080531,53.25154101839482,34.21941184242384
2024-07-30,36.75533157560993,77.73556273614061,67.10495621080531,54.3610078199009,35.42887864392992
2024-07-31,32.94173925619377,77.73556273614061,67.10495621080531,51.57238139225648,32.6402522162855
2024-08-01,28.5830301816685,77.73556273614061,67.10495621080531,51.23238139225648,29.361586497127632
2024-08-02,18.775378522399876,77.73556273614061,67.10495621080531,43.50490341911473,21.73410852398588
2024-08-05,7.987629187108558,77.73556273614061,67.10495621080531,43.16490341911473,12.651626461848558
2024-08-06,17.141140740246307,86.11200399142285,67.10495621080531,51.54134467439697,21.128067717130797
2024-08-07,25.313442134187735,93.088469231055,67.10495621080531,58.51780991402912,28.104532956762952
2024-08-08,21.499849814771576,92.748469231055,67.10495621080531,55.47456461716635,25.06128765990018
2024-08-09,22.588970841816035,92.748469231055,67.90134568238318,56.37095408874421,25.957677131478043
2024-08-12,28.037913426559456,92.748469231055,72.34624332227314,60.81585172863417,30.402574771368002
2024-08-13,26.40367564440591,92.748469231055,71.06986752838948,60.47585172863417,29.126198977484343
2024-08-14,29.12703445360392,92.748469231055,70.72986752838948,62.53034343095623,31.280690679806398
2024-08-15,25.858558889296823,92.748469231055,70.72986752838948,59.99913357037685,28.749480819227017
2024-08-16,34.030860283238226,92.748469231055,77.12311757193801,66.49238361392537,35.24273086277555
2024-08-19,36.75533157560993,92.748469231055,76.783117571938,68.52510219160085,37.275449440451034
2024-08-20,36.210214820500866,92.748469231055,76.783117571938,68.12649297892283,36.87684022777301
2024-08-21,32.94173925619375,92.748469231055,76.783117571938,67.78649297892282,34.4772579176094
2024-08-22,34.030860283238226,92.748469231055,76.783117571938,68.50574310967596,35.29650804836254
2024-08-23,33.48574352812916,92.748469231055,76.783117571938,68.09903126053338,34.88979619921996
2024-08-26,32.39662250108468,92.748469231055,76.783117571938,67.28311985998852,34.073884798675095
2024-08-27,31.851505745975615,92.748469231055,76.783117571938,66.8713876949082,33.66215263359478
2024-08-28,30.76238471893116,91.82245526457854,76.783117571938,66.04537372843174,32.83613866711832
2024-08-29,36.21021482050089,95.98865864840438,76.783117571938,70.21157711225759,37.00234205094416
