日期,rsi,k,d,wr,cci,adx,acc_5,acc_10,acc_20,acc_60,acc_120,vpt,beta,y_10,y_20,y_40,y_60
1994-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6057.550774854719,1.029997,0,0,0,0
1994-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3892.314244640551,1.029997,0,0,0,0
1994-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1739610039278,1.029997,0,0,0,0
1994-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.8554659763925,1.029997,0,0,0,0
1994-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.6315225848514,1.029997,0,0,0,0
1994-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2158.212442955436,1.029997,0,0,0,0
1994-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.3280757097791,1.029997,0,0,0,0
1994-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1183.377337733773,1.029997,0,0,0,0
1994-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2469.8131745167425,1.029997,1,1,0,0
1994-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.6430611175699,1.029997,0,0,0,0
1994-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0199158485273492,0.0,0.0,0.0,0.0,1046.825572326103,1.029997,0,0,0,0
1994-01-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0080399223731633,0.0,0.0,0.0,0.0,-497.1463975665968,1.029997,1,1,0,0
1994-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9718390804597702,0.0,0.0,0.0,0.0,-306.1601828204555,1.029997,1,1,0,0
1994-01-20,0.0,0.0,0.0,0.0,-67.35560913997004,0.0,0.8648944916415457,0.0,0.0,0.0,0.0,406.10569482392987,1.029997,1,1,0,0
