日期,rsi,k,d,wr,cci,adx,acc_5,acc_10,acc_20,acc_60,acc_120,vpt,beta,y_10,y_20,y_40,y_60
1994-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3185.08764544888,0.780501,0,0,0,0
1994-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3449.0244873895385,0.780501,0,0,0,0
1994-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-337.9398496240599,0.780501,0,0,0,0
1994-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.9398496240603,0.780501,0,0,0,0
1994-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.47058823529424,0.780501,0,0,0,0
1994-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.69667519181556,0.780501,0,0,0,0
1994-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.7396004700349,0.780501,0,0,0,0
1994-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.22779922779932,0.780501,1,0,0,0
1994-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.7142857142858,0.780501,1,0,0,0
1994-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3846153846155,0.780501,0,0,0,0
1994-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.8740157480314962,0.0,0.0,0.0,0.0,131.3846153846155,0.780501,0,0,0,0
1994-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.9451476793248944,0.0,0.0,0.0,0.0,-101.27927927927936,0.780501,1,0,0,0
1994-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.9082969432314412,0.0,0.0,0.0,0.0,-89.28889466389474,0.780501,0,0,0,0
1994-01-20,0.0,0.0,0.0,0.0,-79.65786537746376,0.0,0.936936936936937,0.0,0.0,0.0,0.0,1.89514652014652,0.780501,1,0,0,0
1994-01-21,0.0,0.0,0.0,0.0,-66.6666666666666,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,20.273693943596875,0.780501,0,0,0,0
1994-01-22,0.0,0.0,0.0,0.0,-66.49316851008453,0.0,1.0373831775700937,0.0,0.0,0.0,0.0,-5.107703475183747,0.780501,1,0,0,1
1994-01-24,0.0,0.0,0.0,0.0,-78.65168539325809,0.0,0.9629629629629628,0.0,0.0,0.0,0.0,-23.010616096542982,0.780501,0,0,0,0
1994-01-25,0.0,0.0,0.0,0.0,-62.59040105193983,0.0,1.0144927536231882,0.0,0.0,0.0,0.0,1.7448655713218848,0.780501,0,0,0,1
1994-01-26,0.0,0.0,0.0,0.0,-51.85185185185183,0.0,0.9856459330143542,0.0,0.0,0.0,0.0,7.123506348020918,0.780501,0,0,0,0
1994-01-27,0.0,0.0,0.0,-84.09090909090908,35.076252723311775,0.0,0.9771689497716892,0.0,0.0,0.0,0.0,70.90180305131767,0.780501,0,0,0,0
1994-01-28,25.333333333333343,0.0,0.0,-88.63636363636363,20.588235294117176,0.0,0.9493087557603688,0.891566265060241,0.0,0.0,0.0,37.68677248677251,0.780501,0,0,0,0
1994-01-31,24.98269896193773,0.0,0.0,-85.18518518518518,-4.0935672514623445,0.0,0.9952153110047848,0.8739495798319329,0.0,0.0,0.0,-24.52131376659681,0.780501,0,0,0,0
1994-02-01,24.2753494956645,0.0,0.0,-91.30434782608694,-88.06941431670236,0.0,0.9903846153846154,0.9251101321585904,0.0,0.0,0.0,-50.94141958670265,0.780501,0,0,0,1
1994-02-02,24.275349495664504,0.0,0.0,-90.47619047619048,-83.33333333333199,0.0,1.019417475728155,0.927927927927928,0.0,0.0,0.0,-41.79047619047623,0.780501,0,0,0,1
1994-02-03,25.44483595888247,0.0,0.0,-83.33333333333331,-61.149425287355925,0.0,1.0236966824644549,0.9771689497716896,0.0,0.0,0.0,13.79611650485438,0.780501,0,0,0,1
1994-02-04,24.643585649739222,0.0,0.0,-91.66666666666666,-137.64988009592452,0.0,1.0341463414634149,0.967136150234742,0.0,0.0,0.0,-2.569268110530248,0.780501,0,0,0,1
1994-02-05,24.64358564973922,0.0,0.0,-91.66666666666666,-133.7579617834415,0.0,1.019417475728155,0.97196261682243,0.0,0.0,0.0,-16.365384615384627,0.780501,0,0,0,1
1994-02-14,23.03605436161605,0.0,0.0,-93.75,-232.1839080459784,50.9912396295224,1.0248756218905477,1.0198019801980198,0.0,0.0,0.0,-25.137254901960805,0.780501,0,0,1,1
1994-02-15,24.33492943183097,0.0,0.0,-87.49999999999999,-199.9999999999989,51.42960580475183,1.0098039215686274,1.0344827586206895,0.0,0.0,0.0,-21.769907963185293,0.780501,0,0,1,1
1994-02-16,23.910173762596308,0.0,0.0,-93.75,-147.32782369146022,51.3838715008085,1.0097087378640777,1.0334928229665072,0.0,0.0,0.0,-0.2791177076891364,0.780501,0,0,1,1
1994-02-17,25.28296692041204,0.0,0.0,-87.49999999999999,-123.52941176470632,51.34140393286113,0.9951219512195124,1.0095238095238095,0.0,0.0,0.0,0.4657802514945377,0.780501,0,0,1,1
1994-02-18,24.811759127046063,0.0,0.0,-91.66666666666669,-107.87269681742076,51.30196976262429,1.004926108374384,1.0396039603960396,0.0,0.0,0.0,-0.6150278293135445,0.780501,0,0,1,1
1994-02-19,24.811759127046063,0.0,0.0,-91.66666666666669,-89.19968919968962,51.26535231883293,0.9751243781094528,1.0147783251231526,0.0,0.0,0.0,-4.727272727272732,0.780501,0,0,1,1
1994-02-21,26.33304192544338,0.0,0.0,-83.33333333333334,-56.231884057971705,50.676978687811975,0.9801980198019802,1.0198019801980198,0.0,0.0,0.0,4.3877551020408205,0.780501,0,0,1,1
1994-02-22,26.333041925443386,0.0,0.0,-83.33333333333334,-56.10200364298718,50.3443523252818,0.9655172413793102,1.0097087378640777,0.0,0.0,0.0,4.3877551020408205,0.780501,0,0,1,1
1994-02-23,25.755630977624456,0.0,0.0,-91.66666666666669,-67.70670826833138,50.03548498864662,0.99,1.0149253731343284,0.0,0.0,0.0,-4.202020202020206,0.780501,0,1,1,1
1994-02-24,24.08770398080573,0.0,0.0,-100.0,-112.67123287671264,50.16737074282563,0.9949238578680204,1.0251256281407035,0.0,0.0,0.0,-17.181612038754913,0.780501,1,1,1,1
1994-02-25,23.040613944465846,9.546568627450988,10.171981506700188,-94.11764705882352,-218.01125703564745,50.80276350559435,1.0261780104712042,1.0,0.0,0.0,0.0,-29.56906552094516,0.780501,1,1,1,1
1994-02-26,23.040613944465846,8.884803921568635,9.936558527671073,-94.11764705882352,-191.6349809885932,51.392771071022445,1.03125,1.0,0.0,0.0,0.0,-16.58947368421045,0.780501,1,1,1,1
1994-02-28,26.57710773018734,10.02450980392157,9.911697045968156,-82.35294117647065,-119.4925028835056,51.32090228374037,1.0259067357512954,0.9655172413793102,0.0,0.0,0.0,22.79569892473108,0.780501,1,1,1,1
1994-03-01,29.96480088995766,11.899509803921564,10.062971927901604,-68.75000000000004,-48.68105515587493,50.12484356814588,1.0,0.9753694581280788,0.8833333333333334,0.0,0.0,37.5535936615732,0.780501,1,1,1,1
1994-03-02,31.625209537297355,15.351890756302511,10.62429971988796,-57.14285714285719,49.16820702403026,47.618715776191,0.9693877551020408,0.9655172413793102,0.9090909090909092,0.0,0.0,27.18057514921327,0.780501,1,1,1,1
1994-03-03,31.625209537297355,18.80427170868346,11.534488795518213,-57.14285714285719,39.54802259886994,45.291597112232886,0.9489795918367347,0.9751243781094528,0.927927927927928,0.0,0.0,12.422680412371149,0.780501,1,1,1,1
1994-03-04,38.12672369888762,24.829912734324484,12.975813402283991,-23.07692307692309,153.93518518518584,42.78282592063052,0.9253731343283584,0.9658536585365854,0.9321266968325792,0.0,0.0,57.87755102040822,0.780501,0,0,1,1
1994-03-05,38.12672369888762,31.496579400991152,15.083804675716442,-16.666666666666682,142.73639725303758,40.453252671285455,0.945273631840796,0.9611650485436892,0.95852534562212,0.0,0.0,57.87755102040822,0.780501,0,0,1,1
1994-03-07,36.21874010017842,36.81709222150397,17.72384723120017,-38.461538461538495,114.28571428571428,38.88214922140149,0.9797979797979798,0.9702970297029704,0.9668246445497628,0.0,0.0,-16.294117647058837,0.780501,0,1,1,1
1994-03-08,39.41042110418245,44.50939991381166,21.216453889248005,-23.07692307692309,67.96116504854344,36.32566434219963,0.9949238578680204,0.9313725490196078,0.9532710280373832,0.0,0.0,25.7058823529412,0.780501,0,0,1,1
1994-03-09,36.52453778771722,49.3057800043094,25.19237502693384,-46.1538461538462,47.87961696306442,33.95178552579791,1.0208333333333333,0.9441624365482234,0.9655172413793102,0.0,0.0,-15.794117647058831,0.780501,1,1,1,1
1994-03-10,36.52453778771722,54.10216009480713,29.71411064425769,-46.1538461538462,45.04021447721225,31.747469481996312,1.0625,0.9393939393939394,0.9753694581280788,0.0,0.0,-57.79411764705887,0.780501,1,1,1,1
1994-03-11,38.19607213024725,58.49130036630034,34.56078970049557,-38.461538461538495,47.86324786324771,29.700604584180542,1.0461538461538462,0.9595959595959596,0.9289099526066348,0.0,0.0,10.343434343434351,0.780501,1,1,1,1
1994-03-12,38.19607213024725,61.5201465201465,39.522853372118064,-38.461538461538495,49.82638888888858,27.799944321923043,1.015228426395939,0.9748743718592964,0.9383886255924168,0.0,0.0,10.343434343434351,0.780501,1,1,1,1
1994-03-14,39.94828801950071,64.15750915750914,44.40341521223873,-30.7692307692308,42.9447852760732,26.027455044466823,1.0251256281407035,0.9849246231155778,0.9560975609756098,0.0,0.0,4.700000000000005,0.780501,1,1,1,1
1994-03-15,39.94828801950071,66.79487179487178,49.20247522085756,-30.7692307692308,59.733333333332986,24.39419746348613,0.9949748743718592,0.9849246231155778,0.9514563106796116,0.0,0.0,4.700000000000005,0.780501,1,1,1,1
1994-03-16,39.94828801950069,66.02564102564101,53.32204804998921,-30.7692307692308,87.02702702702543,23.295366528472183,0.9753694581280788,1.02,0.9705882352941176,0.0,0.0,0.0,0.780501,1,1,1,1
1994-03-17,41.87048298694129,65.38461538461536,56.71085164835163,-23.07692307692309,99.55555555555377,22.275023517387805,0.9803921568627452,1.0149253731343284,0.9473684210526316,0.0,0.0,5.702970297029708,0.780501,1,1,1,1
1994-03-18,39.22707408069002,65.38461538461536,59.56760396466276,-38.461538461538495,1.8018018018011177,20.81785412192649,1.0,1.0101010101010102,0.9655172413793102,0.0,0.0,-12.336245389244816,0.780501,1,1,1,1
1994-03-19,37.96555863604432,63.07692307692305,61.4243562809739,-46.1538461538462,-161.24661246612297,20.46725892776601,1.0049751243781095,1.0515463917525774,0.9359605911330048,0.0,0.0,-22.54921568627453,0.780501,1,1,1,1
1994-03-21,41.899203366814014,64.61538461538458,62.955316742081415,-30.7692307692308,-47.8632478632483,19.65347527737664,1.01,1.0206185567010309,0.9117647058823528,0.0,0.0,3.6516161616161655,0.780501,1,1,1,1
1994-03-22,43.775636967918444,66.92307692307689,64.2374084249084,-23.07692307692309,46.66666666666548,18.432583271792527,1.0049751243781095,1.015384615384615,0.898550724637681,0.0,0.0,12.953695369536966,0.780501,1,1,1,1
1994-03-23,45.62419549090143,69.10256410256407,65.29853479853476,-16.666666666666682,175.49857549857398,17.767879258860596,1.004926108374384,1.0101010101010102,0.900473933649289,0.0,0.0,10.929334109881587,0.780501,1,1,1,1
1994-03-24,47.44311982147239,70.7264957264957,66.21916971916968,-22.22222222222222,215.61181434599183,17.860177831957923,0.9803921568627452,0.9950248756218908,0.9238095238095236,0.0,0.0,20.399390824290897,0.780501,1,1,1,1
1994-03-25,49.23078340574871,72.69230769230768,67.07264957264954,-11.11111111111111,162.10526315789457,17.94588364983401,0.9611650485436892,0.9950738916256155,0.9333333333333332,0.0,0.0,21.329443614637807,0.780501,1,1,1,1
