日期,sma_5,sma_10,sma_20,sma_60,sma_120,hullma_20,hullma_60,hullma_120,mmi_5,mmi_10,mmi_20,aroon_osc,osc,bb,bias,alpha,open,high,low,close,volume,y_10,y_20,y_40,y_60
1994-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392,19.02,19.02,18.88,19.02,0.0,0,0,0,0
1994-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392,20.29,20.29,18.88,20.29,0.0,0,0,0,0
1994-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392,20.01,20.15,18.88,18.88,0.0,0,0,0,0
1994-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392,18.32,20.15,18.32,20.15,0.0,0,0,0,0
1994-01-10,-2.321281840591627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19392,20.57,20.85,18.74,19.02,0.0,0,0,0,0
1994-01-11,-5.822627434728567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002314901662501,-0.19392,18.88,19.02,17.89,18.18,0.0,0,0,0,0
1994-01-12,-3.717826501429955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111316362719706,-0.19392,18.32,18.74,18.04,18.18,0.0,0,0,0,0
1994-01-13,-8.535266118563422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165526697577372,-0.19392,17.05,17.47,16.91,16.91,0.0,0,0,0,0
1994-01-14,-10.41217213580109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04244398983723,-0.19392,15.92,16.34,15.78,15.78,0.0,1,1,0,0
1994-01-15,-2.2955022139361736,-8.450704225352123,0.0,0.0,0.0,14.436619718309828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615520201141598,-0.19392,16.63,16.77,16.06,16.77,0.0,0,0,0,0
1994-01-17,-1.32906135042129,-8.014823828751593,0.0,0.0,0.0,-28.323639085601947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0711896427392185,-0.19392,16.77,16.77,16.06,16.63,0.0,0,0,0,0
1994-01-18,-3.627702455111781,-10.483321987746772,0.0,0.0,0.0,-43.6534383219767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0853891009649081,-0.19392,16.63,16.91,15.78,15.78,0.0,1,1,0,0
1994-01-19,-1.5825914935707397,-8.14678052157859,0.0,0.0,0.0,-48.04576125315963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902170205746378,-0.19392,15.64,16.34,15.5,15.92,0.0,1,1,0,0
