日期,sma_5,sma_10,sma_20,sma_60,sma_120,hullma_20,hullma_60,hullma_120,mmi_5,mmi_10,mmi_20,aroon_osc,osc,bb,bias,alpha,open,high,low,close,volume,y_10,y_20,y_40,y_60
1994-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109478,21.04,22.26,21.04,22.26,0.0,1,1,0,0
1994-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109478,23.37,23.81,22.71,23.81,0.0,0,0,0,0
1994-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109478,23.81,24.15,22.15,22.15,0.0,1,1,0,0
1994-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109478,21.6,23.7,21.6,23.7,0.0,0,0,0,0
1994-01-10,2.112371223270704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109478,24.37,25.03,23.26,23.59,0.0,0,0,0,0
1994-01-11,-1.3169220175589635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069571427413219,0.109478,23.48,23.92,22.26,22.93,0.0,0,0,0,0
1994-01-12,2.093564228482792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022541936594178,0.109478,23.15,23.7,22.71,23.7,0.0,0,0,0,0
1994-01-13,-4.583441026966517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073624367496691,0.109478,23.92,23.92,22.15,22.15,0.0,1,1,0,0
1994-01-14,-6.021978021978036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042038109699897,0.109478,21.71,22.04,20.6,21.38,0.0,1,1,1,0
1994-01-15,0.9913258983890838,-0.1269202153266979,0.0,0.0,0.0,24.84134973084162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111824611371581,0.109478,22.15,22.82,22.04,22.82,0.0,0,0,0,0
1994-01-17,2.638778572058942,1.3551788748965343,0.0,0.0,0.0,-20.63194664342556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100620657603114,0.109478,22.82,23.37,22.04,23.26,0.0,0,0,0,0
1994-01-18,-0.5095199785465354,-2.3427217688865243,0.0,0.0,0.0,-37.8669450254104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200498679127937,0.109478,23.59,24.15,22.26,22.26,0.0,0,1,0,0
1994-01-19,-0.2141136586671699,-1.954768583450184,0.0,0.0,0.0,-43.61724972772028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166523042662876,0.109478,21.71,22.82,21.71,22.37,0.0,0,1,0,0
1994-01-20,-2.2616407982261832,-2.6931567328918327,0.0,0.0,0.0,-47.379814656933725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083489836388676,0.109478,22.59,22.82,21.71,22.04,0.0,1,1,0,0
1994-01-21,0.3821542836828673,0.1773835920177546,0.0,0.0,0.0,-47.71984894466576,0.0,0.0,0.0,0.0,0.0,-28.571428571428573,0.0,0.0,0.0101556679357994,0.109478,21.71,22.71,21.49,22.59,0.0,1,0,0,0
1994-01-22,0.5906568820475799,-0.1110864252388155,0.0,0.0,0.0,-48.89399981621973,0.0,0.0,0.2,0.1,0.0,-28.571428571428573,0.0,0.0,0.0163882877123302,0.109478,22.71,23.26,22.37,22.48,0.0,1,0,0,0
1994-01-24,-3.3306690738754696e-14,-0.0089397461111917,0.0,0.0,0.0,-49.64371077910306,0.0,0.0,0.2,0.1,0.0,-28.571428571428573,0.0,0.0,0.0144352874099417,0.109478,22.59,22.82,22.15,22.37,0.0,1,0,0,0
1994-01-25,-2.7727763773856995,-3.2127974190079067,0.0,0.0,0.0,-51.51376149248533,0.0,0.0,0.2,0.1,0.0,-28.571428571428573,0.0,0.0,0.0180681425727785,0.109478,22.37,22.48,21.6,21.6,0.0,1,1,0,0
1994-01-26,-2.38611713665946,-3.3081158512019093,0.0,0.0,0.0,-51.47390422233036,0.0,0.0,0.2,0.1,0.0,-28.571428571428573,0.0,0.0,0.0196292495535567,0.109478,21.49,21.82,21.27,21.6,0.0,1,1,0,0
1994-01-27,3.699702943559236,3.036536827512193,1.9243530192435188,0.0,0.0,-35.21938742841995,0.0,0.0,0.2,0.1,0.0,21.42857142857143,0.0,0.6522155575160599,0.0177534992431576,0.109478,21.82,23.04,21.82,23.04,0.0,1,0,0,0
1994-01-28,1.5737410071942293,1.327711491881245,-0.1392480604734625,0.0,0.0,-25.2736800952228,0.0,0.0,0.2,0.2,0.05,21.42857142857143,0.0,0.4889098008719312,0.0171298906766768,0.109478,23.15,23.37,22.59,22.59,0.0,1,0,0,0
1994-01-31,2.9766693483507245,2.9858752011443057,2.023646105477539,0.0,0.0,-14.99115188466248,0.0,0.0,0.2,0.3,0.1,21.42857142857143,0.0,0.6720681314462668,0.0095302324287318,0.109478,22.93,23.7,22.82,23.04,0.0,0,0,0,0
1994-02-01,2.439883731172343,3.5572770580116986,2.745323232546304,0.0,0.0,-8.09834367947725,0.0,0.0,0.2,0.4,0.15,21.42857142857143,0.0,0.7312771449690803,-0.0030543950137393,0.109478,23.37,23.92,23.26,23.26,0.0,0,0,0,0
1994-02-02,1.344319167389374,3.434540143400921,3.3065157810980184,0.0,0.0,-3.8717729770053935,0.0,0.0,0.4,0.5,0.2,-50.0,0.0,0.7880415781194545,-0.0196219661370862,0.109478,23.59,23.59,23.04,23.37,0.0,0,0,0,0
1994-02-03,4.475692360456107,7.017389776919036,7.541591280172954,0.0,0.0,2.0479038426149287,0.0,0.0,0.6,0.6,0.25,42.85714285714286,0.0,1.0891680089419291,-0.0306589891971682,0.109478,23.81,24.92,23.59,24.37,0.0,0,0,0,0
1994-02-04,-0.4769610765693266,2.2264992782468074,3.0286999074196297,0.0,0.0,-1.1760647275803948,0.0,0.0,0.4,0.6,0.3,42.85714285714286,0.0,0.7322407452869468,-0.0350566098398894,0.109478,24.37,24.37,23.04,23.37,0.0,0,0,0,0
1994-02-05,3.7205005458972975,6.954187234779607,8.652619539875905,0.0,0.0,4.34934324182199,0.0,0.0,0.4,0.7,0.35,42.85714285714286,0.0,1.0893931991106742,-0.0493211899397858,0.109478,24.15,24.81,24.03,24.7,0.0,0,0,0,0
1994-02-14,-3.071098022717756,-0.8520526723470034,1.1524530786960252,0.0,0.0,-2.507411240012425,0.0,0.0,0.4,0.7,0.4,42.85714285714286,0.0,0.5794740402719584,-0.0422355110141382,0.109478,24.15,24.37,23.04,23.04,0.0,0,0,0,0
1994-02-15,-4.713462190573114,-3.6268541541627175,-1.5438519654002447,0.0,0.0,-4.372857200503299,0.0,0.0,0.2,0.7,0.4,42.85714285714286,0.0,0.384840688558176,-0.0316961022517289,0.109478,22.71,22.93,22.26,22.48,0.0,0,0,0,0
1994-02-16,-5.4674638246252965,-5.964488881227359,-4.224733896631228,0.0,0.0,-6.276069732146161,91.36434063203434,0.0,0.0,0.7,0.4,42.85714285714286,0.0,0.1978819293152292,-0.0124272992799406,0.109478,23.26,23.26,21.82,21.82,0.0,0,0,0,0
1994-02-17,-2.2375666462722266,-3.502717625744089,-1.618436098161713,0.0,0.0,-3.092019203392504,12.186211823255766,0.0,0.0,0.6,0.4,42.85714285714286,0.0,0.3840426613841102,-0.0061913054811051,0.109478,21.82,22.37,21.49,22.37,0.0,0,0,0,0
1994-02-18,-2.575839167115457,-5.809362662154538,-4.405451223002621,0.0,0.0,-4.973265795848503,-17.48055628282802,0.0,0.0,0.5,0.4,42.85714285714286,0.0,0.1944544013332628,0.0182961205588716,0.109478,22.26,22.37,21.38,21.71,0.0,0,0,0,0
1994-02-19,-2.605685131195379,-6.478281789947937,-5.6528838091876255,0.0,0.0,-5.292045720323991,-31.127314136506268,0.0,0.0,0.4,0.4,-57.142857142857146,0.0,0.1303054782512538,0.0304719867799225,0.109478,21.49,21.93,21.27,21.38,0.0,0,0,0,0
1994-02-21,-2.0267157991709306,-6.096861065736614,-5.978561166979812,0.0,0.0,-4.614440969954181,-38.43623429059724,0.0,0.0,0.3,0.4,-64.28571428571429,0.0,0.1280473030971765,0.0395184536780887,0.109478,21.38,21.6,21.16,21.27,0.0,0,0,0,0
1994-02-22,-2.3847081748167853,-5.726319562684823,-6.6755378132624,0.0,0.0,-4.455402072609305,-43.33635118569413,0.0,0.0,0.2,0.4,-71.42857142857143,0.0,0.11306527748836,0.0429082963844562,0.109478,21.49,21.6,21.04,21.04,0.0,0,0,0,0
1994-02-23,0.1123805956171342,-3.341019033410176,-4.935526900844867,0.0,0.0,-1.9436519358353663,-45.226718025053394,0.0,0.0,0.1,0.4,-78.57142857142857,0.0,0.2238990482329997,0.0504790749646196,0.109478,21.27,21.38,20.82,21.38,0.0,0,0,0,0
1994-02-24,-1.6904334686939415,-4.192167870783658,-7.105409927495854,0.0,0.0,-3.4998891544379407,-48.47848731883755,0.0,0.0,0.0,0.4,-85.71428571428572,0.0,0.1275916836283817,0.0541497645880191,0.109478,21.49,21.6,20.82,20.82,0.0,0,0,0,0
1994-02-25,-1.167758473369418,-3.2033102422241666,-6.943482244619781,0.0,0.0,-2.538520775148123,-49.70532279070009,0.0,0.0,0.0,0.4,-92.85714285714286,0.0,0.1505452633587167,0.0577572377125034,0.109478,20.71,20.93,20.27,20.82,0.0,0,0,0,0
1994-02-26,-2.4320183837610254,-4.314756561340916,-8.661064425770338,0.0,0.0,-3.548736662382146,-51.56541449617018,0.0,0.0,0.0,0.4,-92.85714285714286,0.0,0.0917167465675746,0.0622904604200931,0.109478,20.82,21.04,20.38,20.38,0.0,0,0,0,0
