,PE_trailing,PEG,PBR,DY,R_mom,R_yoy,R_acc_yoy,E_qoq,E_yoy,E_acc_yoy,Op_qoq,Op_yoy,Op_acc_yoy,Gross,Gross_qoq,EPS_qoq,y_10,y_20,y_40,y_60
2009-01-17,0.0,-0.2213334773865161,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-01-19,0.0,-0.2329730024455963,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-01-20,0.0,-0.2273762970164915,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-01-21,0.0,-0.2236654379819764,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-02,0.0,-0.2348385709219645,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-03,0.0,-0.2329730024455963,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-04,0.0,-0.2292418654928598,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-05,0.0,-0.2292418654928598,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-06,0.0,-0.2381033157556089,0.0,0.0,-17.54,-2.93,12.06,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-09,0.0,-0.2544067620056098,0.0,0.0,21.48,-4.62,-4.62,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-10,0.0,-0.256272330481978,0.0,0.0,21.48,-4.62,-4.62,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-11,0.0,-0.263734604387451,0.0,0.0,21.48,-4.62,-4.62,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-12,0.0,-0.2539403698865177,0.0,0.0,21.48,-4.62,-4.62,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,1,1,1,1
2009-02-13,0.0,-0.2711766003747026,0.0,0.0,21.48,-4.62,-4.62,22.72,-37.68,-35.94,30.16,-36.41,-34.01,52.97,0.398028809704323,40.08,0,1,1,1
2009-02-16,0.0,-0.2996895005278202,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-02-17,0.0,-0.2852301061525378,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-18,0.0,-0.2919538369740144,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-19,0.0,-0.2976206602750582,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-20,0.0,-0.2904022067844428,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-23,0.0,-0.3012411307173918,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-24,0.0,-0.3017583407805822,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-25,0.0,-0.3007239206542012,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-26,0.0,-0.3017583407805822,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-02-27,0.0,-0.3141713822971544,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-03-02,0.0,-0.3007239206542012,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-03,0.0,-0.3043443910965347,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-04,0.0,-0.3105509118548208,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-03-05,0.0,-0.3079648615388683,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-06,0.0,-0.3079648615388683,0.0,0.0,21.48,-4.62,-4.62,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-09,0.0,-0.3017583407805822,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-10,0.0,-0.3027927609069633,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-11,0.0,-0.3089992816652493,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-12,0.0,-0.3131369621707733,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-13,0.0,-0.3162402225499164,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-16,0.0,-0.3157230124867259,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-17,0.0,-0.3208951131186309,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-18,0.0,-0.3167574326131069,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-19,0.0,-0.3183090628026784,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-20,0.0,-0.3110681219180113,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-23,0.0,-0.3183090628026784,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-03-24,0.0,-0.3317340370515798,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-03-25,0.0,-0.3508483219955767,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-03-26,0.0,-0.3446642886313424,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-03-27,0.0,-0.3348372974307229,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-03-30,0.0,-0.3239758861037222,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-03-31,0.0,-0.3296651967988178,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-04-01,0.0,-0.3260447263564842,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-04-02,0.0,-0.3296651967988178,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-04-03,0.0,-0.3312168269883893,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,1,1
2009-04-06,0.0,-0.3136541722339638,0.0,0.0,27.8,59.2,23.05,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-07,0.0,-0.3146885923603448,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-08,0.0,-0.3033099709701537,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-09,0.0,-0.3244930961669127,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-04-10,0.0,-0.3193434829290594,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-13,0.0,-0.3224242559141507,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-14,0.0,-0.3343200873675323,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-04-15,0.0,-0.3275963565460558,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-04-16,0.0,-0.3338028773043418,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,1,1
2009-04-17,0.0,-0.3213898357877696,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-20,0.0,-0.3301824068620083,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-21,0.0,-0.3286307766724367,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-22,0.0,-0.3234586760405317,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-23,0.0,-0.3213898357877696,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-24,0.0,-0.3255275162932937,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-27,0.0,-0.3286307766724367,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-28,0.0,-0.3389749779362469,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-29,0.0,-0.3327684571779608,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-04-30,0.0,-0.3560204226274818,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-05-04,0.0,-0.3808240182665743,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-05-05,0.0,-0.4071792440952382,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,1,0,1
2009-05-06,0.0,-0.4185353780913776,0.0,0.0,20.96,23.72,23.37,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,0,1
2009-05-07,0.0,-0.4118341346639528,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,0,1
2009-05-08,0.0,-0.4133857648535244,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,0,1
2009-05-11,0.0,-0.4139029749167148,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,0,0,0,1
2009-05-12,0.0,-0.3932145723890947,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-05-13,0.0,-0.3937317824522852,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-05-14,0.0,-0.3937317824522852,0.0,0.0,2.02,17.47,21.55,-59.09,-54.01,-39.43,-40.41,-28.71,-32.98,52.57,-0.7551444213705845,-59.76,1,1,1,1
2009-05-15,0.0,-0.4359712351029994,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-05-18,0.0,-0.4467955876818308,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-05-19,0.0,-0.4519229125875931,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,0,1,1
2009-05-20,0.0,-0.458734576109741,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,1
2009-05-21,0.0,-0.458734576109741,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,1
2009-05-22,0.0,-0.4741165508270276,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,1
2009-05-25,0.0,-0.4564805347260484,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-05-26,0.0,-0.4496441015183655,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,0,1,1
2009-05-27,0.0,-0.4553411291914346,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-01,0.0,-0.4632921982481962,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-02,0.0,-0.4632921982481962,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-03,0.0,-0.4644316037828101,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-04,0.0,-0.4564805347260484,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-05,0.0,-0.4632921982481962,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-06,0.0,-0.4632921982481962,0.0,0.0,2.02,17.47,21.55,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-08,0.0,-0.4519229125875931,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-09,0.0,-0.4348318295683857,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,1,1,1
2009-06-10,0.0,-0.4428076683106825,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-06-11,0.0,-0.4428076683106825,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,1,1,1
2009-06-12,0.0,-0.432553018499158,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,1,1,1
2009-06-15,0.0,-0.4194746245366341,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-16,0.0,-0.3995597973664272,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-17,0.0,-0.4018386084356548,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-18,0.0,-0.4189049217693272,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-19,0.0,-0.4314383826500793,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-22,0.0,-0.4336924240337718,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-23,0.0,-0.426880760511624,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-24,0.0,-0.4399591544741479,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-25,0.0,-0.445656182147217,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-26,0.0,-0.4439470738452962,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-29,0.0,-0.4331227212664649,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-06-30,0.0,-0.446225884914524,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-01,0.0,-0.4542017236568207,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-02,0.0,-0.4615830899462755,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-03,0.0,-0.4644316037828101,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-06,0.0,-0.4724074425251069,0.0,0.0,-4.39,33.52,23.97,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-07,0.0,-0.4963101890664622,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-08,0.0,-0.5065648388779866,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-09,0.0,-0.4963101890664622,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-10,0.0,-0.4843712006385521,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-13,0.0,-0.4894737558587793,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-14,0.0,-0.5020072167395313,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-15,0.0,-0.5077042444126005,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-16,0.0,-0.5094133527145212,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-17,0.0,-0.5245476305764571,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-20,0.0,-0.5216000379977822,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-21,0.0,-0.5322014634067979,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-22,0.0,-0.5322014634067979,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-23,0.0,-0.527495223155132,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-24,0.0,-0.5186524454191072,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-27,0.0,-0.5298483432809649,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-28,0.0,-0.5451560089416463,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-07-29,0.0,-0.5622223222753185,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,0,1,1
2009-07-30,0.0,-0.5698761551056593,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-07-31,0.0,-0.5551629618978199,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-08-03,0.0,-0.5592747296966437,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,0,1,1
2009-08-04,0.0,-0.5333904083124817,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-08-05,0.0,-0.5581105544764947,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-08-06,0.0,-0.5569216095708108,0.0,0.0,-4.48,31.15,24.84,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,1,1,1,1
2009-08-10,0.0,-0.5828307006405079,0.0,0.0,20.78,25.77,25.26,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,1,1
2009-08-11,0.0,-0.5887258857978577,0.0,0.0,20.78,25.77,25.26,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,0
2009-08-12,0.0,-0.5875369408921736,0.0,0.0,20.78,25.77,25.26,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,0
2009-08-13,0.0,-0.5875369408921736,0.0,0.0,20.78,25.77,25.26,123.21,61.43,61.43,52.39,71.51,71.51,56.13,6.7719231500856045,142.96,0,0,0,0
2009-08-14,0.0,-4.221669276972273,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,0,1,1,1
2009-08-17,0.0,-4.199994257406387,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,0,1,1,1
2009-08-18,0.0,-4.130009660333489,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,0,1,1,1
2009-08-19,0.0,-4.121376389828433,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,1,1,1,1
2009-08-20,0.0,-4.164910115566693,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,0,1,1,1
2009-08-21,0.0,-4.025308294633875,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,1,1,1,1
2009-08-24,0.0,-4.029716773189649,0.0,0.0,20.78,25.77,25.26,39.03,55.81,58.11,40.57,66.17,68.35,59.11,5.309103866025293,30.49,1,1,1,1
