Date,Model_Return_Pct,Stock_Return_Pct,Model_Return_Ratio,Stock_Return_Ratio
2024-01-02,,,,
2024-01-03,0.0,-2.8542415077033922,0.0,-0.028542415077033922
2024-01-04,0.0,-2.895733924418298,0.0,-0.028957339244182978
2024-01-05,0.0,-3.6284026511470446,0.0,-0.036284026511470446
2024-01-08,0.0,-3.733225598637302,0.0,-0.03733225598637302
2024-01-09,-3.157098992500018,-2.8957339244182867,-0.03157098992500018,-0.028957339244182867
2024-01-10,-2.855136727499996,-3.3139338086762726,-0.02855136727499996,-0.033139338086762726
2024-01-11,-5.331169026499971,-3.733225598637302,-0.05331169026499971,-0.03733225598637302
2024-01-12,-4.710169026499966,-3.1053798193988014,-0.04710169026499966,-0.031053798193988014
2024-01-15,-5.12380902649997,-3.5235797036567984,-0.0512380902649997,-0.035235797036567984
2024-01-16,-7.917769026499977,-6.348339757378552,-0.07917769026499977,-0.06348339757378552
2024-01-17,-9.574489026499977,-8.023323105816582,-0.09574489026499977,-0.08023323105816582
2024-01-18,-7.711489026499974,-6.139785768101058,-0.07711489026499974,-0.06139785768101058
2024-01-19,-5.331169026499971,-3.733225598637291,-0.05331169026499971,-0.03733225598637291
2024-01-22,-5.123809026499959,-3.5235797036567984,-0.05123809026499959,-0.035235797036567984
2024-01-23,-6.262129026499963,-4.674448314643554,-0.06262129026499963,-0.046744483146435534
2024-01-24,-3.6744490264999596,-2.0582422501992825,-0.036744490264999596,-0.020582422501992825
2024-01-25,-2.9508490264999687,-1.326665429173557,-0.029508490264999687,-0.013266654291735569
2024-01-26,-3.6744490264999485,-2.0582422501992936,-0.036744490264999485,-0.020582422501992936
2024-01-29,-3.4681690264999565,-1.8496882609218002,-0.034681690264999565,-0.018496882609218
2024-01-30,-0.8804890264999421,0.7665178035224818,-0.008804890264999421,0.007665178035224818
2024-01-31,-0.5694490264999352,1.0809866459932316,-0.005694490264999352,0.010809866459932316
2024-02-01,-4.295449026499931,-2.6860880294378053,-0.04295449026499931,-0.026860880294378053
2024-02-02,-3.6744490264999263,-2.0582422501992936,-0.03674449026499926,-0.020582422501992936
2024-02-05,-3.5718490264999403,-1.9545112084120686,-0.0357184902649994,-0.019545112084120686
2024-02-15,0.05155097350006965,1.7088324252317433,0.0005155097350006965,0.017088324252317433
2024-02-16,-0.15580902649993122,1.4991865302512286,-0.0015580902649993122,0.014991865302512286
2024-02-19,-0.880489026499931,0.7665178035224818,-0.00880489026499931,0.007665178035224818
2024-02-20,1.0861909735000674,2.754878088728252,0.010861909735000674,0.02754878088728252
2024-02-21,0.9825109735000614,2.6500551412379947,0.009825109735000614,0.026500551412379947
2024-02-22,4.5011509735000566,6.207483921688506,0.045011509735000566,0.06207483921688506
2024-02-23,13.29883097350011,15.10214777851786,0.1329883097350011,0.1510214777851786
