day,cost_$,turnover_$,pov
0,31.376355519012275,62544.15160751343,0.00043415041816130117
1,31.02192558332829,61835.55401515961,0.00043415041816130117
2,30.87905426871808,61549.94713020325,0.00043415041816130117
3,30.885381320228714,61544.821358680725,0.00043415041816130117
4,31.483199855212327,62739.94532585144,0.00043415041816130117
5,31.47107944072671,62715.82524585724,0.00043415041816130117
6,31.605060443887915,62983.759751319885,0.00043415041816130117
7,31.67428783968892,63122.13206195831,0.00043415041816130117
8,31.975492305475633,63773.34076881409,0.00032999370419191116
9,32.23871078142267,64299.56822013855,0.00032999370419191116
10,30.569710809261398,60963.01706314087,0.00034705501363958006
11,31.090630416269143,62004.46437835693,0.00034705501363958006
12,31.791771509545775,63409.320945739746,0.0003482849260126155
13,32.15498685440372,64135.33065032959,0.0003482849260126155
14,32.29934020271276,64423.97381591797,0.0003482849260126155
15,29.257217131956505,58116.07345673609,0.0008779370984661968
16,28.070635018188955,56126.64962178723,5.28498411236474e-06
17,25.605916918042368,51197.92663961578,5.6566073246726755e-06
18,23.600446511354768,47187.567732047006,5.710192477168366e-06
19,23.4558525448031,46898.42850490759,5.7221799117568575e-06
20,19.819188369074862,39626.959971176824,6.42296471296876e-06
21,16.265007096835998,32520.61863128512,6.6419472371270795e-06
22,16.376786558188606,32744.118773134196,6.638768084473172e-06
23,15.239386338345508,30470.10073969925,6.313171881896953e-06
24,14.387778679634884,28767.25193842242,6.410690329701697e-06
25,14.572048831066411,29135.67206890575,6.408713169082848e-06
26,13.798853405870572,27589.80517720326,6.290728981259094e-06
27,10.51559644415948,21024.460174506155,6.3736182063253695e-06
28,10.31878449946779,20630.95719549626,6.403585818594215e-06
29,9.102477941214348,18198.6580334571,7.027150417710697e-06
30,9.239466679080456,18472.508160579222,7.0301929925083214e-06
31,9.253193912091723,18499.97515577358,7.027212842228978e-06
32,9.179212909411994,18352.07246937208,7.0735672409944e-06
33,7.9325397657432895,15859.187258894535,7.967599768817608e-06
34,6.665986552039255,13326.534040913783,9.64259585985305e-06
35,6.9824365182550485,13959.077856679378,9.852914601208236e-06
36,6.945241509449246,13884.70307201289,9.916014138870814e-06
37,6.943303801271966,13880.828937791133,9.905449403363275e-06
38,6.928603834093006,13851.443472200453,9.898547931193354e-06
39,6.8887454608374785,13771.75969394651,9.9091858589004e-06
40,6.937754413828695,13869.75802157189,9.856855860473531e-06
41,7.057421020492114,14109.01024026491,9.910126333682702e-06
42,6.842640718237446,13679.641549268947,1.0803255425804893e-05
43,6.568021300704596,13130.592060562698,1.0955465185264493e-05
44,4.33766457193979,8673.262135537925,6.5761243427301365e-06
45,2.6501805100741165,5299.633941956967,4.033329189727474e-06
46,2.6180432823538147,5235.369925162469,4.0170830039957375e-06
47,2.606447678192405,5212.201428908722,3.9103445454490805e-06
48,2.6511228574343493,5301.54087657799,3.909092791849181e-06
49,1.4009533517214323,2801.6470546133664,2.937014252370056e-06
50,0.9692515295975496,1938.3387490349774,2.791002937131035e-06
51,0.9597114558049966,1919.2603031163385,2.7943706736890585e-06
52,0.9655374312099207,1930.9104315018956,2.7955479432596094e-06
53,0.9422932723114583,1884.441705598538,2.414945477072849e-06
54,0.7714178790083114,1542.7685487042436,8.805204976123665e-07
55,0.7883702766323286,1576.6716497886753,8.899868064769652e-07
56,0.7869351508197099,1573.8010718224468,8.995381853068518e-07
57,0.7755220881903586,1550.9764939793145,8.893864285076625e-07
58,0.7717856832933127,1543.5042362741042,8.839916981028242e-07
59,0.7744126750866626,1548.7575716541369,8.902860378003542e-07
60,0.7804761910703161,1560.883532903168,9.006838619277624e-07
61,0.7828851985872821,1565.7011216831263,9.079722122219036e-07
62,0.7795178183726572,1558.9645388832873,9.49801381681609e-07
63,0.7840161088815504,1567.9599642988335,9.672533211066823e-07
64,0.7676911497681702,1535.3123049592405,9.503895588402595e-07
65,0.7769232476303988,1553.7750176703382,9.644525753294768e-07
66,0.7792661490321483,1558.4607317147374,9.625098209668775e-07
67,0.7857992236057588,1571.5262067730982,9.626099092275475e-07
68,0.7750027520295014,1549.9329745428922,9.894882128059214e-07
69,0.78361680538019,1567.1603815314118,9.925102364929525e-07
70,0.7696051898709481,1539.1383919414768,9.913394913712953e-07
71,0.7600841013991189,1520.0959015400801,1.0146695243121888e-06
72,0.7622973519398064,1524.521731655018,1.025827668706881e-06
73,0.7489686975190765,1497.863038443594,1.0810876261485282e-06
74,1.9102699475646723,3820.09577825495,2.6322722952087697e-06
75,1.8731844946456904,3745.950847335188,2.4661651813762584e-06
76,1.8912086475368939,3781.992822648239,2.488973852973516e-06
77,0.743532576343838,1486.99246939204,1.0530667431599468e-06
78,0.747007528681017,1493.9409864746146,1.0770722177291854e-06
79,0.7550239797639005,1509.9729556802704,1.0826882952063148e-06
80,0.7621607429642082,1524.2458329551562,1.085876118072114e-06
81,0.7624608100350598,1524.845552343041,1.0935938957982487e-06
82,0.746657850807819,1493.2413172697366,1.089989115461364e-06
83,0.7508147412816043,1501.5532109087428,1.1115133136354689e-06
84,0.7506069415501546,1501.1373992687768,1.1161684904904226e-06
85,0.7665576246152004,1533.037440368854,1.1111131945914086e-06
86,0.6322236860549563,1264.391795555278,9.352705047979035e-07
87,0.6368919913832717,1273.727128356212,9.545265251473544e-07
88,0.6383433878883827,1276.6296867787376,9.607541870068884e-07
89,0.6351642864353962,1270.2728385669582,9.305627184197923e-07
90,0.6452760835085337,1290.4947194914425,9.528158075451222e-07
91,0.6466975769124714,1293.3373169341958,9.612887037380958e-07
92,0.6549081355680132,1309.7571001499546,9.80540429084356e-07
93,0.6673403633298455,1334.6206750022707,9.788531097547685e-07
94,0.6670225421522165,1333.9849626263047,9.772673737287343e-07
95,0.6640757505863389,1328.0919457490475,9.679068082926545e-07
96,0.6685718072433653,1337.0834347235184,9.748209306584278e-07
97,0.6648275114923666,1329.5951679490179,9.74178789260154e-07
98,0.6668247426573953,1333.5891776834899,9.794449990975926e-07
99,0.6609676616817622,1321.8750182849735,9.953208804986476e-07
100,0.6648060872296708,1329.551190655019,1.0039028543877507e-06
101,0.6592008724687457,1318.3407628879072,1.0192487246010875e-06
102,0.6511684860596589,1302.2768329177488,1.015513796548144e-06
103,0.6483827233710503,1296.7036337256036,1.0637889951087515e-06
104,0.5137996969219709,1027.556196183205,9.114978300550843e-07
105,0.3820534058373053,764.0779494933325,7.821118497528469e-07
106,0.38788079637275685,775.732118135512,7.882175560798112e-07
107,0.39103924866870204,782.0489574706917,7.806434735538713e-07
108,0.38998972438681573,779.9500142428982,7.801451389970212e-07
109,0.39466766445582124,789.3053369131809,7.872026620956109e-07
110,0.3933581765864528,786.6866684500003,7.788014337710694e-07
111,0.39645706368873423,792.8835703258377,8.041523450869276e-07
112,0.39400769567539223,787.9859866967196,7.66332667638366e-07
113,0.6743971245378981,1348.725579605809,1.1435718169785462e-06
114,0.77551913190544,1550.91445660662,1.8235415630543354e-06
115,0.7901717328441287,1580.2198151445973,1.7840143177426623e-06
116,0.40106386235157854,802.0989094347675,7.249384321431311e-07
117,0.4000243548385443,800.0199719067581,7.24888575456305e-07
