quarter_start,chosen_model,val_mse,n_universe,top_k,tic,y_pred
2025-04-01,Lasso,0.03261589672336154,95,19,SBUX,0.07790672779403846
2025-04-01,Lasso,0.03261589672336154,95,19,NXPI,0.07678181953673376
2025-04-01,Lasso,0.03261589672336154,95,19,TTWO,0.07676485090287025
2025-04-01,Lasso,0.03261589672336154,95,19,MAR,0.07471065484987095
2025-04-01,Lasso,0.03261589672336154,95,19,AAPL,0.07455217650134661
2025-04-01,Lasso,0.03261589672336154,95,19,ODFL,0.07409046393169301
2025-04-01,Lasso,0.03261589672336154,95,19,TRI,0.07404360380676549
2025-07-01,RF,0.033396282878724724,95,19,TTWO,0.12008287801895078
2025-07-01,RF,0.033396282878724724,95,19,SNDK,0.11192238387027516
2025-07-01,RF,0.033396282878724724,95,19,KHC,0.10227820534662657
2025-07-01,RF,0.033396282878724724,95,19,APP,0.0948294083281756
2025-07-01,RF,0.033396282878724724,95,19,ARM,0.08101543207845992
2025-07-01,RF,0.033396282878724724,95,19,DASH,0.07835653368124505
2025-07-01,RF,0.033396282878724724,95,19,MNST,0.07780375916413423
2025-07-01,RF,0.033396282878724724,95,19,VRTX,0.0740357253850965
2025-07-01,RF,0.033396282878724724,95,19,BKNG,0.07335814025728576
2025-07-01,RF,0.033396282878724724,95,19,IDXX,0.0696513327178466
2025-07-01,RF,0.033396282878724724,95,19,CPRT,0.06679004643687883
2025-07-01,RF,0.033396282878724724,95,19,CEG,0.06659835126543306
2025-07-01,RF,0.033396282878724724,95,19,NFLX,0.06590503379573745
2025-07-01,RF,0.033396282878724724,95,19,FER,0.0653860139914023
2025-07-01,RF,0.033396282878724724,95,19,WDC,0.0632849842871425
2025-07-01,RF,0.033396282878724724,95,19,ADBE,0.06105257001443659
2025-07-01,RF,0.033396282878724724,95,19,GOOGL,0.06098506817133181
2025-07-01,RF,0.033396282878724724,95,19,ODFL,0.06085893152120849
2025-07-01,RF,0.033396282878724724,95,19,MSFT,0.06062228192974518
2025-10-01,Ridge,0.04072528834022965,95,19,ABNB,0.16119390149802904
2025-10-01,Ridge,0.04072528834022965,95,19,MSTR,0.11362765634009354
2025-10-01,Ridge,0.04072528834022965,95,19,MCHP,0.10662016159307974
2025-10-01,Ridge,0.04072528834022965,95,19,ALNY,0.10252904179698932
2025-10-01,Ridge,0.04072528834022965,95,19,TTWO,0.08568699421957438
2025-10-01,Ridge,0.04072528834022965,95,19,WDAY,0.08467465686116124
2025-10-01,Ridge,0.04072528834022965,95,19,CMCSA,0.08186595844778644
2025-10-01,Ridge,0.04072528834022965,95,19,KDP,0.08010855181763808
2025-10-01,Ridge,0.04072528834022965,95,19,ODFL,0.07484116504206605
2025-10-01,Ridge,0.04072528834022965,95,19,DXCM,0.06968026360758123
2025-10-01,Ridge,0.04072528834022965,95,19,PCAR,0.06562834385927123
2025-10-01,Ridge,0.04072528834022965,95,19,REGN,0.06340650195468299
2025-10-01,Ridge,0.04072528834022965,95,19,PAYX,0.06297069590594875
2025-10-01,Ridge,0.04072528834022965,95,19,MDLZ,0.06061157157529435
2025-10-01,Ridge,0.04072528834022965,95,19,TRI,0.06042349051082398
2025-10-01,Ridge,0.04072528834022965,95,19,BKNG,0.05918721302813945
2025-10-01,Ridge,0.04072528834022965,95,19,AMZN,0.05850151789781068
2025-10-01,Ridge,0.04072528834022965,95,19,PEP,0.058036107441959014
2025-10-01,Ridge,0.04072528834022965,95,19,ROST,0.05776889379111454
