method,final_$,return_%,sharpe,max_dd_%
EW,1794534.5394688535,79.45345394688535,1.3374044932741316,-26.19622512784414
MVO,855877.6814699145,-14.41223185300855,-0.014084997300467007,-40.201942262040596
MINVAR,1306179.7641276023,30.61797641276023,0.8735410984726382,-15.512023568310221
^NDX,1387419.2978286871,38.74192978286872,0.8130904371478428,-22.931507189551585
DES,1920563.3387507235,92.05633387507235,3.1200057018981653,-8.03197881116108
