day,cost_$,turnover_$,pov
178,4.83965311683387,9677.741920369495,6.330038965814083e-06
179,4.834962948235828,9668.361753360357,6.345429107512172e-06
180,4.859090712592371,9716.618295762015,6.30318766572447e-06
181,4.788509805499156,9575.486026327313,6.281740810693612e-06
182,5.033672490938002,10066.751270136014,2.6267766652098985e-06
183,5.966015776905134,11930.98112777778,3.4947270666998295e-06
184,3.356313173908552,6712.138178403239,2.3330625175093006e-06
185,3.326095825821151,6651.7136990960535,2.4542121625030503e-06
186,2.202425517584689,4404.56772848928,2.549808474095367e-06
187,2.380484118690319,4760.7302450290135,1.6438979378638481e-06
188,0.03950891116734735,79.01771917721156,4.828874950458858e-08
189,0.04076229194328004,81.52447666069344,4.838008318252374e-08
190,0.08569031587617705,171.38017577299098,9.704948989183528e-08
191,0.3202030734041771,640.3993403836271,4.063754639214286e-07
192,0.31400982929686083,628.0130165378906,4.0540910985550314e-07
193,0.3222674621154308,644.5280132996032,4.081474075803226e-07
194,0.12369724806507243,247.39349177781378,1.462615573566804e-07
195,0.04204330926998595,84.08650435918705,4.8801610776610804e-08
196,0.5924417628195117,1184.8484762059304,8.601302345548943e-07
197,0.9752904411546419,1950.5034655211862,1.6736147967872217e-06
198,0.2935580733843096,587.1078091141457,4.7262582449802235e-07
199,2.027914134955018,4055.4333895759823,3.1120992294651624e-06
200,2.122875667539188,4245.3247866859765,3.2405787945101433e-06
201,2.1350916220251586,4269.755319754928,3.2348307139014263e-06
202,1.5885748529897386,3176.914263281776,2.386327963697841e-06
203,4.3177938785675805,8634.311585393894,5.1880138062371925e-06
204,2.2522670890480194,4504.197012696108,2.5577279425345443e-06
205,4.6652860113176455,9329.589108519931,3.3011069080712542e-06
206,4.16546084742828,8330.250476925612,2.6745442742280927e-06
207,0.9410594439731971,1882.0648914837611,6.771324000492368e-07
208,6.60354200665869,13204.401432358576,6.968597244663087e-06
209,1.615114277351875,3230.049680644523,1.8062463452070725e-06
210,4.415727238223649,8830.210371394593,5.312722643083206e-06
211,0.8181795283601992,1636.3038907841396,1.0481504304134825e-06
212,0.8509064006275054,1701.7639617634352,9.550578248738795e-07
213,1.2913080763099427,2582.478101103378,1.7099155861998978e-06
214,2.025932422325533,4051.6053541987685,2.4604983273990516e-06
215,2.0871888767106195,4174.023650967038,2.6463427081209185e-06
216,2.0737897531285365,4147.228578410935,2.6360790495431736e-06
217,2.1620249917705046,4323.680870516043,2.6716708895898097e-06
218,2.0853516194235193,4170.35178216964,2.619937992929e-06
219,2.0747827120980356,4149.213364260558,2.647051662168449e-06
220,2.140733387373795,4281.1057265735635,2.622773649049133e-06
221,2.1414293305231666,4282.495106314008,2.6491026908602873e-06
222,2.163365839561337,4326.360193730751,2.6951805092945993e-06
223,4.811383750893543,9621.263506385825,6.378886573628356e-06
224,4.920466309907383,9839.377934568998,6.499622995421423e-06
225,1.853799818045176,3707.3671474475796,2.197229236455029e-06
226,5.093871023335626,10186.08990583213,6.802536996926249e-06
227,2.8496225539261393,5698.736322575469,3.6348283857447476e-06
228,3.02889624184425,6057.233677000342,3.7230373726211494e-06
229,2.9771866228363004,5953.8297286603665,3.654562416797008e-06
230,3.068806659157289,6137.043940533225,3.7597659229014424e-06
231,3.057397276150241,6114.219061464085,3.857015423109207e-06
232,3.002882329376847,6005.200044306364,3.8502719689747945e-06
233,3.0058927598423284,6011.213345521407,3.3584940804247356e-06
234,5.759202022041845,11516.390334110773,7.74066269052438e-06
235,5.831072642762605,11660.05296056036,8.08785155034441e-06
236,10.672483061014216,21338.226778413595,1.2845166135181599e-05
237,9.326774735444364,18648.359153609283,1.1166357165385593e-05
238,1.0443726437894105,2088.6785277468357,1.1327029130558939e-06
239,5.627259685384361,11252.567930744306,7.632852524393391e-06
240,2.0722910571920954,4144.313939411558,2.309792875602771e-06
241,2.081170195083519,4162.069708711165,2.3283615645094936e-06
242,2.098450176065322,4196.625670917684,2.352214202257162e-06
243,0.5219989638366291,1043.9809307236633,5.833495052025086e-07
244,8.04420254142597,16084.829607273025,8.829299683648902e-06
245,1.6483956616961681,3296.640300627366,1.5804327819823881e-06
246,2.3052151009143973e-62,4.610430201828794e-59,1.98329482057296e-68
247,0.29758725044662865,595.1700030815846,2.344670153572391e-07
248,1.6709411135066319,3341.7265198239934,1.6236033006199973e-06
249,0.784438603060576,1568.833603389127,1.1547549208485302e-06
250,0.7837265416342407,1567.4093886927408,1.1566780984169046e-06
251,3.1002698726777376,6200.003245752321,3.143427662653785e-06
252,1.5913344323775036,3182.4550522863724,2.3356335137320843e-06
253,0.20271329101565655,405.4231717187499,2.9235263054560246e-07
254,10.050160923461487,20096.073770961306,6.332871245361024e-06
255,10.15044483462561,20296.519477040376,6.427595077245641e-06
256,8.789436261200994,17575.550132830595,5.630075847231813e-06
257,12.356476508304594,24706.089324272943,8.326500736699903e-06
258,1.9531677659644568,3906.08012691177,2.6682158017477956e-06
259,2.808586055760601,5616.896827762599,2.121922107201693e-06
260,4.4471896510575596e-13,8.894379302115117e-10,2.394439896184835e-19
261,3.8527991699261523,7704.827254541011,3.432287794031122e-06
262,6.967561241933199,13931.83767557447,9.514347751863829e-06
263,1.8272883751050837,3654.387067093645,2.0115550827581833e-06
264,1.8624241169466753,3724.6546657268036,2.0157057746192353e-06
265,0.955046013939708,1910.0427567204351,9.956095290071674e-07
266,1.9201915146430892,3840.184300672857,2.001444253794207e-06
267,1.908242929667708,3816.287313710957,2.0193792370792993e-06
268,1.9053143138847013,3810.431599748615,1.998709789965696e-06
269,8.102233804205952,16201.118133627433,8.12243704659453e-06
270,7.8556546263287235,15708.113644690076,8.01506755568288e-06
271,7.406020903859983,14810.095199799263,4.397223006698943e-06
272,7.589166365898713,15176.259252823555,4.5422830317787135e-06
273,6.94555394204505,13888.32178004233,8.147166855000855e-06
274,6.268413373704454,12534.330707720046,8.192066887339028e-06
275,6.211346549770359,12420.215655403357,8.200272910521614e-06
