,equity_ppo_baseline
2024-12-31,1083053.8381421755
2025-01-02,1083980.3875234316
2025-01-03,1100403.7944829653
2025-01-06,1121233.9123265932
2025-01-07,1114591.6551053713
2025-01-08,1117688.1280095766
2025-01-10,1094065.1078908632
2025-01-13,1092464.6497228334
2025-01-14,1099553.8996122072
2025-01-15,1114983.502475519
2025-01-16,1118277.2759206484
2025-01-17,1127075.6776807497
2025-01-21,1143190.8784139345
2025-01-22,1152043.4069593141
2025-01-23,1143896.6290395448
2025-01-24,1131027.9232061098
2025-01-27,1101462.2438466738
2025-01-28,1109373.2938344667
2025-01-29,1108347.5120036982
2025-01-30,1133429.5584857843
2025-01-31,1129824.1926238916
2025-02-03,1119133.0620487116
2025-02-04,1127240.1548607612
2025-02-05,1137490.228810514
2025-02-06,1134353.2298252236
2025-02-07,1113927.7542469155
2025-02-10,1126479.1793186318
2025-02-11,1120163.0990306984
2025-02-12,1112474.5106136452
2025-02-13,1132946.4819194924
2025-02-14,1129261.4380046974
2025-02-18,1127579.4417163979
2025-02-19,1139912.7680294167
2025-02-20,1130945.961976255
2025-02-21,1106979.275307859
2025-02-24,1099685.2274791847
2025-02-25,1089307.558083738
2025-02-26,1112856.4136631142
2025-02-27,1076186.490227903
2025-02-28,1078479.0978443276
2025-03-03,1060120.2482502114
2025-03-04,1057269.1995632302
2025-03-05,1074486.5314418923
2025-03-06,1047998.0946857583
2025-03-07,1059371.041764463
2025-03-10,1018632.0807773721
2025-03-11,1015363.5029918802
2025-03-12,1025406.1693737161
2025-03-13,1012780.1785289895
2025-03-14,1042222.3285801065
2025-03-17,1058952.6602718483
2025-03-18,1050841.2317745339
2025-03-19,1067917.369260038
2025-03-20,1064975.7266742836
2025-03-21,1055188.2644397866
2025-03-24,1074597.885451555
2025-03-25,1074459.105762987
2025-03-26,1060364.2987356202
2025-03-27,1051722.5358433777
2025-03-28,1023366.455164499
2025-03-31,1027379.3487266175
2025-04-01,1031595.6961805512
2025-04-02,1040039.6345147645
2025-04-03,978028.2558331544
2025-04-04,919760.7969746644
2025-04-07,927363.3444485719
2025-04-08,906256.0615606172
2025-04-09,1019683.2673143174
2025-04-10,973491.8368181016
2025-04-11,986475.6339513223
2025-04-14,995915.7880625741
2025-04-15,1003350.3446120736
2025-04-16,971429.2064849068
2025-04-17,970921.0526210763
2025-04-21,950700.4879103982
2025-04-22,975491.0069399468
2025-04-23,995339.7399041344
2025-04-24,1028961.6526626794
2025-04-25,1033330.7456885888
2025-04-28,1032768.9597504785
2025-04-29,1029000.3011641747
2025-04-30,1040253.0264407098
2025-05-01,1030285.5544273583
2025-05-02,1056044.8779868581
2025-05-05,1053503.955069286
2025-05-06,1039996.8706093251
2025-05-07,1058328.3118935048
2025-05-08,1072569.2570572316
2025-05-09,1068783.1960564076
2025-05-12,1116049.4453354299
2025-05-13,1135619.604053539
2025-05-14,1138973.066993755
2025-05-15,1140941.7273827016
2025-05-16,1144342.612648052
2025-05-19,1140836.0080795705
2025-05-20,1142264.3488350331
2025-05-21,1127469.712295574
2025-05-22,1125057.0034294545
2025-05-23,1130265.5492554128
2025-05-27,1163578.5729561269
2025-05-28,1156015.3038292348
2025-05-29,1156130.926986736
2025-05-30,1134333.303676647
2025-06-02,1142761.593822521
2025-06-03,1155237.7579002797
2025-06-04,1156983.9760094106
2025-06-05,1159593.08142094
2025-06-06,1169724.5384865224
2025-06-09,1183055.6382751882
2025-06-10,1196982.4423790395
2025-06-11,1198592.3514252126
2025-06-12,1201624.8687820851
2025-06-13,1183063.3923111379
2025-06-16,1210096.9246216237
2025-06-17,1202449.9363975942
2025-06-18,1194150.019325298
2025-06-20,1191461.96870808
2025-06-23,1202915.3699112355
2025-06-24,1228635.9756813466
2025-06-25,1229815.4130440175
2025-06-26,1237252.846668285
2025-06-27,1235872.7010727345
2025-06-30,1245737.8213501393
2025-07-01,1244194.4168358266
2025-07-02,1253942.1959114491
2025-07-03,1264385.1207085073
2025-07-07,1254054.540229839
2025-07-08,1260679.7868690907
2025-07-09,1251632.3029632985
2025-07-10,1228949.5539856374
2025-07-11,1224297.7827759206
2025-07-14,1238720.9075127065
2025-07-15,1238643.5290108144
2025-07-16,1230415.0708313405
2025-07-17,1234010.5694199025
2025-07-18,1234259.6711121022
2025-07-21,1234525.9089508473
2025-07-22,1224093.9008980214
2025-07-23,1228495.378688854
2025-07-24,1233772.7838211476
2025-07-25,1236164.4657631337
2025-07-28,1251894.9471836507
2025-07-29,1254851.657739681
2025-07-30,1260711.8338184773
2025-07-31,1226564.6315899312
2025-08-01,1214497.1013088643
2025-08-04,1239414.2163963735
2025-08-05,1221708.3826733052
2025-08-06,1226271.7813358724
2025-08-07,1224138.092701
2025-08-08,1226224.2350197255
2025-08-11,1207704.095912975
2025-08-12,1224468.0981464803
2025-08-13,1236654.8082409322
2025-08-14,1233660.9421654164
2025-08-15,1212193.0261497914
2025-08-18,1218760.6311760365
2025-08-19,1206934.7849903523
2025-08-20,1208984.6502094686
2025-08-21,1200477.65910725
2025-08-22,1204772.1386452138
2025-08-25,1196679.8593807637
2025-08-26,1200767.6568985402
2025-08-27,1206987.9397468984
2025-08-28,1213021.2526627004
2025-08-29,1227811.907859844
2025-09-02,1219794.1014194905
2025-09-03,1220170.540475887
2025-09-04,1235773.6142101705
2025-09-05,1256073.5887794911
2025-09-08,1258629.3176021993
2025-09-09,1264372.2446136891
2025-09-10,1265085.969150585
2025-09-11,1281483.3839207112
2025-09-12,1277134.1773815572
2025-09-15,1297640.1601314961
2025-09-16,1296475.9636974751
2025-09-17,1300085.0543251454
2025-09-18,1336274.3918838918
2025-09-19,1334905.3845405995
2025-09-22,1354406.4045315206
2025-09-23,1352948.775152248
2025-09-24,1346314.5530567586
2025-09-25,1334773.6933155477
2025-09-26,1341891.563377422
2025-09-29,1345915.8512592732
2025-09-30,1346396.931423229
2025-10-01,1372292.168140453
2025-10-02,1388744.5961342275
2025-10-03,1375314.335119289
2025-10-06,1405251.5887279927
2025-10-07,1369833.2280483663
2025-10-08,1372779.7397194325
2025-10-09,1361592.5639095723
2025-10-10,1309924.886539501
2025-10-13,1344787.3303623616
2025-10-14,1343435.6301956594
2025-10-15,1372553.14200024
2025-10-16,1373261.790733379
2025-10-17,1386091.6108532369
2025-10-20,1412104.7033806264
2025-10-21,1410688.239688915
2025-10-22,1388715.0096264302
2025-10-23,1414514.2775402486
2025-10-24,1437612.9672699391
2025-10-27,1456431.6062069356
2025-10-28,1456445.9463692128
2025-10-29,1450930.1743793904
2025-10-30,1444932.9310036122
2025-10-31,1445682.467044872
2025-11-03,1459844.2339840352
2025-11-04,1425667.4865169942
2025-11-05,1450804.67640118
2025-11-06,1427708.5655060231
2025-11-07,1422819.2547035634
2025-11-10,1450177.7883682668
2025-11-11,1438457.1194172322
2025-11-12,1455066.81378178
2025-11-13,1424740.0800075948
2025-11-14,1423380.2402553975
2025-11-17,1408464.5605183064
2025-11-18,1394993.3559608876
2025-11-19,1406180.013717693
2025-11-20,1355795.3942280232
2025-11-21,1369292.2638588368
2025-11-24,1396292.137229961
2025-11-25,1406708.3964825093
2025-11-26,1426313.2379150807
2025-11-28,1442159.7412300527
2025-12-01,1442299.1711807668
2025-12-02,1460306.5668087422
2025-12-03,1469230.2214565694
2025-12-04,1461926.8441543996
2025-12-05,1471898.769123119
2025-12-08,1469803.2130928456
2025-12-09,1469465.1369533956
2025-12-10,1485192.083450359
2025-12-11,1491205.0223350942
2025-12-12,1451912.6623421132
2025-12-15,1452377.3672943532
2025-12-16,1450722.9714146077
2025-12-17,1414389.2894230306
2025-12-18,1452911.4602070272
2025-12-19,1479799.2979851186
2025-12-22,1493070.935619396
2025-12-23,1492503.1622620046
2025-12-24,1500907.4663181722
2025-12-26,1505556.1790562093
2025-12-29,1502640.4545135915
2025-12-30,1493910.5937996327
2025-12-31,1474471.0701198995
2026-01-02,1505861.7644634664
2026-01-05,1536692.4488888204
2026-01-06,1577735.5226917684
2026-01-07,1564966.0014172017
2026-01-08,1524877.3981399953
2026-01-09,1563611.735372585
2026-01-12,1572187.1407680928
2026-01-13,1562430.9446945607
2026-01-14,1540020.1773815572
2026-01-15,1580422.0548763692
2026-01-16,1604376.906837505
2026-01-20,1558012.7735176503
2026-01-21,1599878.8771934926
2026-01-22,1624848.5961227834
2026-01-23,1633052.304683727
2026-01-26,1641510.4211578786
2026-01-27,1670890.095359844
2026-01-28,1684903.569225353
2026-01-29,1684935.9063969075
2026-01-30,1587700.6785393178
2026-02-02,1606609.46606068
2026-02-03,1549453.9980450093
2026-02-04,1501018.123470348
2026-02-05,1496868.1220722615
2026-02-06,1558543.3351993978
2026-02-09,1558771.444301647
2026-02-10,1541147.7468567311
2026-02-11,1562335.116176647
2026-02-12,1538681.9652862966
2026-02-13,1553113.9466782033
2026-02-17,1537860.558021587
2026-02-18,1564051.8118153035
2026-02-19,1553261.1284313619
2026-02-20,1566032.323005718
2026-02-23,1548467.118776363
2026-02-24,1560246.3965378224
2026-02-25,1591831.8595810353
2026-02-26,1575948.921587032
2026-02-27,1590866.4003792226
2026-03-02,1592373.1692543447
2026-03-03,1542516.9180927693
2026-03-04,1581111.1091919362
2026-03-05,1566866.2761936605
2026-03-06,1512405.0865936696
2026-03-09,1561408.4500008046
2026-03-10,1565893.4897232472
2026-03-11,1571761.3955688893
2026-03-12,1531429.315898937
2026-03-13,1543339.3294144094
2026-03-16,1566624.0214233815
2026-03-17,1596782.4472141683
2026-03-18,1579684.5887871205
2026-03-19,1583674.617977184
2026-03-20,1556320.769123119
2026-03-23,1562306.1810779988
2026-03-24,1565727.8251362264
2026-03-25,1555749.0731659352
2026-03-26,1504659.5447636067
2026-03-27,1479697.1416950643
2026-03-30,1445573.9584598958
2026-03-31,1504953.3266296803
