day,cost_$,turnover_$,pov
0,239.5768908727019,478424.7774810791,2.5927416922468853e-05
1,236.32679141115486,471935.1810760498,2.5927416922468853e-05
2,26.776984827736126,53537.76086120887,1.4128545642272753e-05
3,7.481190996273453,14953.245337171451,1.3180443522039456e-05
4,4.152330135084423,8302.247862125658,6.055715941807691e-06
5,0.24140435426882612,482.80525702268426,2.4369707841960586e-07
6,0.2432734216541838,486.5433858190685,2.443114504605962e-07
7,0.24308352875367983,486.16359371734006,2.445799898453782e-07
8,0.24343335095166832,486.86324084338423,2.442146681862521e-07
9,0.24403305280822235,488.06262664567817,2.4483008430240383e-07
10,0.10732658301695006,214.65266792381897,8.490694203068175e-08
11,0.10877253537656556,217.54456303591252,8.525133509077889e-08
12,0.21639948040985324,432.7969367012307,1.707401858564721e-07
13,0.1908258593419013,381.64918192264054,2.2757847215597034e-07
14,0.02822645009321745,56.451773092143114,5.124878665081237e-07
15,0.02738685278930085,54.77261238427124,5.136449024509285e-07
16,0.027716694440254385,55.432282390032405,5.132472194126711e-07
17,0.02769670348994681,55.39230146545536,5.137925695229369e-07
18,0.02815648392503691,56.31184366866286,5.128448578192849e-07
19,0.028956099532720634,57.911042527176264,5.115916839470517e-07
20,0.027786660451622706,55.57221181366947,5.138399921797992e-07
21,0.028516311715847897,57.03148506157517,5.133727384666347e-07
22,0.028166479182050706,56.33183413116951,5.138910420998406e-07
23,0.0282664316228761,56.53173494166814,5.136454445693613e-07
24,0.02905605185393272,58.110943337794495,5.120549842665239e-07
25,0.028976090280252498,57.951023451956075,5.122529828292742e-07
26,0.028556291413305877,57.11144309823513,5.140802427361806e-07
27,0.028236445525844152,56.471763554474165,5.124765212741637e-07
28,0.027786660324218747,55.57221181379688,5.146222695050156e-07
29,0.026587236918965793,53.17341352602048,5.167570710805125e-07
30,0.027426834408286277,54.852574233706946,5.142885704723907e-07
31,0.028736205806303573,57.471263794193696,5.114082447604385e-07
32,0.02949584180250114,58.99050461596117,5.0907626584514e-07
33,0.029195984312269965,58.39080218463303,5.106749369528204e-07
34,0.0282264500168055,56.45177309221952,5.129451707851305e-07
35,0.027136972488956405,54.2728622645716,5.152387793906348e-07
36,0.027266911147679426,54.53273446214333,5.154417161633349e-07
37,0.028736205779628092,57.47126379422038,5.115637864093634e-07
38,0.1760948755149733,352.1838904760475,5.305070694528571e-07
39,0.17119721643021402,342.3888003421635,5.228338410218311e-07
40,0.1713171561085943,342.6286706368602,5.234314173892882e-07
41,0.17177694972362662,343.5482242709795,5.255891966089546e-07
42,0.17005778476159045,340.10994099453524,5.267933270350398e-07
43,0.2525100369273341,505.0074844699086,7.944644479123297e-07
44,0.24492362204983217,489.83507820900485,7.907151833290858e-07
45,0.16697928609746074,333.95301583109006,5.304072464324857e-07
