method,final_$,return_%,sharpe,max_dd_%
EW,1556795.2340032856,55.679523400328556,1.28353943833622,-18.742143479399388
MVO,1644501.1755547423,64.45011755547424,0.8114981129659976,-31.098170617251625
MINVAR,1265953.1939450623,26.595319394506234,0.8277581960324663,-16.200829699327127
^OEX,1389905.8148608105,38.990581486081055,0.9619786308048739,-19.88678553816624
DES,1895017.237621504,89.50172376215042,3.774124522656635,-6.471215987524087
