quarter_start,chosen_model,val_mse,n_universe,top_k,tic,y_pred
2024-01-01,RF,0.0199012867348268,98,20,PFE,0.18291599880364587
2024-01-01,RF,0.0199012867348268,98,20,UPS,0.12868473120793683
2024-01-01,RF,0.0199012867348268,98,20,QCOM,0.12222700820781007
2024-01-01,RF,0.0199012867348268,98,20,TXN,0.11393015442182454
2024-01-01,RF,0.0199012867348268,98,20,AMD,0.10932922499478133
2024-01-01,RF,0.0199012867348268,98,20,DHR,0.10270021608172854
2024-01-01,RF,0.0199012867348268,98,20,LRCX,0.09996520222454304
2024-01-01,RF,0.0199012867348268,98,20,INTC,0.09394633496172985
2024-01-01,RF,0.0199012867348268,98,20,TMO,0.08639780312545636
2024-01-01,RF,0.0199012867348268,98,20,INTU,0.08341194714728845
2024-01-01,RF,0.0199012867348268,98,20,AMZN,0.08155335826457025
2024-01-01,RF,0.0199012867348268,98,20,BMY,0.07998235649876875
2024-01-01,RF,0.0199012867348268,98,20,GM,0.07419442104667878
2024-01-01,RF,0.0199012867348268,98,20,COP,0.07343505374712989
2024-01-01,RF,0.0199012867348268,98,20,MU,0.06959066133054181
2024-01-01,RF,0.0199012867348268,98,20,NKE,0.06812767197635074
2024-01-01,RF,0.0199012867348268,98,20,DIS,0.0672902070215728
2024-01-01,RF,0.0199012867348268,98,20,PG,0.06704490138584705
2024-01-01,RF,0.0199012867348268,98,20,NVDA,0.06400202752932252
2024-01-01,RF,0.0199012867348268,98,20,META,0.06385041029941795
2024-04-01,RF,0.018129779226394888,99,20,PFE,0.2062572476719918
2024-04-01,RF,0.018129779226394888,99,20,TXN,0.14612039082281733
2024-04-01,RF,0.018129779226394888,99,20,QCOM,0.14488549104944784
2024-04-01,RF,0.018129779226394888,99,20,UPS,0.14243531740921878
2024-04-01,RF,0.018129779226394888,99,20,GEV,0.14221739923299792
2024-04-01,RF,0.018129779226394888,99,20,AMD,0.11487620308550137
2024-04-01,RF,0.018129779226394888,99,20,TSLA,0.10501181390047616
2024-04-01,RF,0.018129779226394888,99,20,DHR,0.09503776498866767
2024-04-01,RF,0.018129779226394888,99,20,INTC,0.09324278676974586
2024-04-01,RF,0.018129779226394888,99,20,C,0.08069825575547897
2024-04-01,RF,0.018129779226394888,99,20,NKE,0.0743567965201238
2024-04-01,RF,0.018129779226394888,99,20,DIS,0.07295661385222055
2024-04-01,RF,0.018129779226394888,99,20,NFLX,0.0694948784766744
2024-04-01,RF,0.018129779226394888,99,20,GM,0.06877967606312313
2024-04-01,RF,0.018129779226394888,99,20,AMZN,0.06853078368257784
2024-04-01,RF,0.018129779226394888,99,20,MU,0.06382175803779401
2024-04-01,RF,0.018129779226394888,99,20,CVX,0.06112317640275421
2024-04-01,RF,0.018129779226394888,99,20,BA,0.061065814784147986
2024-04-01,RF,0.018129779226394888,99,20,ACN,0.05925551270435109
2024-04-01,RF,0.018129779226394888,99,20,AMT,0.05852285881404812
2024-07-01,RF,0.017590142066282365,99,20,PFE,0.16505274478663462
2024-07-01,RF,0.017590142066282365,99,20,UPS,0.1312779836708043
2024-07-01,RF,0.017590142066282365,99,20,TSLA,0.12593607266292783
2024-07-01,RF,0.017590142066282365,99,20,QCOM,0.11253620572651059
2024-07-01,RF,0.017590142066282365,99,20,TXN,0.0993956623296165
2024-07-01,RF,0.017590142066282365,99,20,DIS,0.09378420972762251
2024-07-01,RF,0.017590142066282365,99,20,GEV,0.07872210944030926
2024-07-01,RF,0.017590142066282365,99,20,UNH,0.07651402731925934
2024-07-01,RF,0.017590142066282365,99,20,NKE,0.07529436489304805
2024-07-01,RF,0.017590142066282365,99,20,HD,0.07327658966939836
2024-07-01,RF,0.017590142066282365,99,20,SCHW,0.07070345474610566
2024-07-01,RF,0.017590142066282365,99,20,JNJ,0.06813209576938349
2024-07-01,RF,0.017590142066282365,99,20,GM,0.06776615351218088
2024-07-01,RF,0.017590142066282365,99,20,DHR,0.06631633885312488
2024-07-01,RF,0.017590142066282365,99,20,MDLZ,0.061496630479109866
2024-07-01,RF,0.017590142066282365,99,20,CSCO,0.0614052216849366
2024-07-01,RF,0.017590142066282365,99,20,AMGN,0.05994231814774484
2024-07-01,RF,0.017590142066282365,99,20,MRK,0.059446872619577304
2024-07-01,RF,0.017590142066282365,99,20,ACN,0.05724192830578776
2024-07-01,RF,0.017590142066282365,99,20,MDT,0.056221829921516676
2024-10-01,RF,0.018956493893056814,99,20,UPS,0.11833610168833295
2024-10-01,RF,0.018956493893056814,99,20,PFE,0.10394787046965406
2024-10-01,RF,0.018956493893056814,99,20,GEV,0.09799134965377874
2024-10-01,RF,0.018956493893056814,99,20,TSLA,0.09278055396449705
2024-10-01,RF,0.018956493893056814,99,20,TXN,0.08545106500147197
2024-10-01,RF,0.018956493893056814,99,20,AMD,0.08203455342439543
2024-10-01,RF,0.018956493893056814,99,20,DE,0.06999355353700283
2024-10-01,RF,0.018956493893056814,99,20,AMGN,0.06958365869898142
2024-10-01,RF,0.018956493893056814,99,20,PEP,0.06169801300485703
2024-10-01,RF,0.018956493893056814,99,20,INTU,0.05978601623879002
2024-10-01,RF,0.018956493893056814,99,20,BKNG,0.05124526677554351
2024-10-01,RF,0.018956493893056814,99,20,CSCO,0.05105018739048408
2024-10-01,RF,0.018956493893056814,99,20,XOM,0.05101036229770081
2024-10-01,RF,0.018956493893056814,99,20,NKE,0.04923703764530796
2024-10-01,RF,0.018956493893056814,99,20,ADBE,0.047928534656243214
2024-10-01,RF,0.018956493893056814,99,20,GM,0.04742747216396495
2024-10-01,RF,0.018956493893056814,99,20,ORCL,0.04540252865621754
2024-10-01,RF,0.018956493893056814,99,20,ISRG,0.04480730777435627
2024-10-01,RF,0.018956493893056814,99,20,COP,0.04366362526926016
2024-10-01,RF,0.018956493893056814,99,20,MU,0.043514255698367206
2025-01-01,Lasso,0.020759642687917364,99,20,AAPL,0.05138786487076816
2025-01-01,Lasso,0.020759642687917364,99,20,UPS,0.049547768114862806
2025-01-01,Lasso,0.020759642687917364,99,20,PFE,0.04897370074090765
2025-01-01,Lasso,0.020759642687917364,99,20,TSLA,0.048366076486067396
2025-01-01,Lasso,0.020759642687917364,99,20,GE,0.04799977983795938
2025-01-01,Lasso,0.020759642687917364,99,20,RTX,0.047796644945194075
2025-01-01,Lasso,0.020759642687917364,99,20,MMM,0.04711414708159967
2025-01-01,Lasso,0.020759642687917364,99,20,DE,0.04512600603999757
2025-01-01,Lasso,0.020759642687917364,99,20,BMY,0.044447446943850014
2025-01-01,Lasso,0.020759642687917364,99,20,LOW,0.04333300229112553
2025-01-01,Lasso,0.020759642687917364,99,20,XOM,0.04327002728331846
2025-01-01,Lasso,0.020759642687917364,99,20,COP,0.04183237239872559
2025-01-01,Lasso,0.020759642687917364,99,20,HD,0.04172442570853856
2025-01-01,Lasso,0.020759642687917364,99,20,GM,0.041140926598361736
2025-01-01,Lasso,0.020759642687917364,99,20,COST,0.04051147168282748
2025-01-01,Lasso,0.020759642687917364,99,20,CVX,0.040113305036474936
2025-01-01,Lasso,0.020759642687917364,99,20,WMT,0.03976231663438972
2025-01-01,Lasso,0.020759642687917364,99,20,NEE,0.039586050109347376
2025-01-01,Lasso,0.020759642687917364,99,20,TXN,0.039310264963584224
2025-01-01,Lasso,0.020759642687917364,99,20,SBUX,0.03856666157749445
2025-04-01,Lasso,0.020535658724883096,99,20,GE,0.09889183503925772
2025-04-01,Lasso,0.020535658724883096,99,20,INTC,0.09367839602285746
2025-04-01,Lasso,0.020535658724883096,99,20,BNY,0.0899573369087188
2025-04-01,Lasso,0.020535658724883096,99,20,DE,0.08175815604978334
2025-04-01,Lasso,0.020535658724883096,99,20,C,0.0778311492112824
2025-04-01,Lasso,0.020535658724883096,99,20,BMY,0.07465255947245654
2025-04-01,Lasso,0.020535658724883096,99,20,SCHW,0.07278208277164956
2025-04-01,Lasso,0.020535658724883096,99,20,BA,0.07255756478622918
2025-04-01,Lasso,0.020535658724883096,99,20,GM,0.07239487365086383
2025-04-01,Lasso,0.020535658724883096,99,20,MDLZ,0.07067116993180977
2025-04-01,Lasso,0.020535658724883096,99,20,UPS,0.07025575751397489
2025-04-01,Lasso,0.020535658724883096,99,20,FDX,0.06938605370404285
2025-04-01,Lasso,0.020535658724883096,99,20,MMM,0.06893072093814769
2025-04-01,Lasso,0.020535658724883096,99,20,LOW,0.06675472084714242
2025-04-01,Lasso,0.020535658724883096,99,20,COP,0.06647351470190879
2025-04-01,Lasso,0.020535658724883096,99,20,TXN,0.06553287983772006
2025-04-01,Lasso,0.020535658724883096,99,20,COST,0.06517162518701264
2025-04-01,Lasso,0.020535658724883096,99,20,CAT,0.0651610966887141
2025-04-01,Lasso,0.020535658724883096,99,20,SBUX,0.06444778549451025
2025-04-01,Lasso,0.020535658724883096,99,20,XOM,0.06440730150884998
2025-07-01,Lasso,0.02189423526546994,99,20,AMD,0.14264454140261257
2025-07-01,Lasso,0.02189423526546994,99,20,BA,0.139966570221791
2025-07-01,Lasso,0.02189423526546994,99,20,INTC,0.07720109513211089
2025-07-01,Lasso,0.02189423526546994,99,20,UBER,0.0668577884319344
2025-07-01,Lasso,0.02189423526546994,99,20,DE,0.059192622110619215
2025-07-01,Lasso,0.02189423526546994,99,20,GE,0.059127415292581836
2025-07-01,Lasso,0.02189423526546994,99,20,T,0.057461514195884446
2025-07-01,Lasso,0.02189423526546994,99,20,LMT,0.057312016957395726
2025-07-01,Lasso,0.02189423526546994,99,20,NEE,0.05540319012722034
2025-07-01,Lasso,0.02189423526546994,99,20,CVS,0.054299447861012845
2025-07-01,Lasso,0.02189423526546994,99,20,FDX,0.0509908471783789
2025-07-01,Lasso,0.02189423526546994,99,20,CAT,0.049901657491508836
2025-07-01,Lasso,0.02189423526546994,99,20,MMM,0.04972296306423889
2025-07-01,Lasso,0.02189423526546994,99,20,XOM,0.048279862361805405
2025-07-01,Lasso,0.02189423526546994,99,20,CVX,0.04769040114384493
2025-07-01,Lasso,0.02189423526546994,99,20,UPS,0.04748883124629534
2025-07-01,Lasso,0.02189423526546994,99,20,LOW,0.04745864201894895
2025-07-01,Lasso,0.02189423526546994,99,20,COST,0.04739913295308487
2025-07-01,Lasso,0.02189423526546994,99,20,COP,0.0473903976952213
2025-07-01,Lasso,0.02189423526546994,99,20,WMT,0.04735956602733958
2025-10-01,Lasso,0.022305468366621686,99,20,BA,0.07166622808321127
2025-10-01,Lasso,0.022305468366621686,99,20,INTC,0.0686061341902062
2025-10-01,Lasso,0.022305468366621686,99,20,DE,0.05624803263536888
2025-10-01,Lasso,0.022305468366621686,99,20,MDLZ,0.05443811163309241
2025-10-01,Lasso,0.022305468366621686,99,20,LIN,0.05227425621063434
2025-10-01,Lasso,0.022305468366621686,99,20,CVX,0.050761143864019184
2025-10-01,Lasso,0.022305468366621686,99,20,UPS,0.049890679374633415
2025-10-01,Lasso,0.022305468366621686,99,20,FDX,0.0488094508828849
2025-10-01,Lasso,0.022305468366621686,99,20,XOM,0.048778066764444475
2025-10-01,Lasso,0.022305468366621686,99,20,GE,0.04716909608438241
2025-10-01,Lasso,0.022305468366621686,99,20,AMT,0.04701964701692472
2025-10-01,Lasso,0.022305468366621686,99,20,CAT,0.04647201793174275
2025-10-01,Lasso,0.022305468366621686,99,20,CVS,0.045959224905121804
2025-10-01,Lasso,0.022305468366621686,99,20,NKE,0.045937641517644956
2025-10-01,Lasso,0.022305468366621686,99,20,IBM,0.04505652700535023
2025-10-01,Lasso,0.022305468366621686,99,20,SBUX,0.04492735448205756
2025-10-01,Lasso,0.022305468366621686,99,20,DHR,0.04484695436829019
2025-10-01,Lasso,0.022305468366621686,99,20,COST,0.044674446307532346
2025-10-01,Lasso,0.022305468366621686,99,20,INTU,0.044671272116458986
2025-10-01,Lasso,0.022305468366621686,99,20,SPG,0.04420035291136405
