Date,equity_ew
2024-01-02,1000000.0
2024-01-03,989072.6507156239
2024-01-04,984944.5652277919
2024-01-05,989753.2833157866
2024-01-08,1008511.2316659474
2024-01-09,1006551.616829075
2024-01-10,1007103.7902762789
2024-01-11,1007055.17104701
2024-01-12,1005350.5800320173
2024-01-16,1007495.6854246982
2024-01-17,999399.6952336618
2024-01-18,1012753.5106048418
2024-01-19,1036653.2979358018
2024-01-22,1038065.125149616
2024-01-23,1042047.4078121557
2024-01-24,1044822.6179074857
2024-01-25,1051291.3965772297
2024-01-26,1042668.0269065856
2024-01-29,1051156.1731004778
2024-01-30,1045596.9282399813
2024-01-31,1031273.1483026381
2024-02-01,1037805.8025068785
2024-02-02,1058571.6630521743
2024-02-05,1055172.7175055975
2024-02-06,1057986.9995000863
2024-02-07,1067055.3680111398
2024-02-08,1075178.6979724185
2024-02-09,1083986.119439003
2024-02-12,1087750.1364785933
2024-02-13,1069174.878811795
2024-02-14,1086046.8634184268
2024-02-15,1091698.4622325536
2024-02-16,1085588.0372435842
2024-02-20,1076645.1064958635
2024-02-21,1078128.6167576283
2024-02-22,1109849.4522891713
2024-02-23,1108266.242276166
2024-02-26,1108777.264622412
2024-02-27,1113004.0785968786
2024-02-28,1108874.6873018637
2024-02-29,1122393.9011896148
2024-03-01,1142727.9679052266
2024-03-04,1148877.749842124
2024-03-05,1137271.5605889857
2024-03-06,1152099.0085069956
2024-03-07,1168521.6396930588
2024-03-08,1154274.7573535189
2024-03-11,1149000.1318265211
2024-03-12,1165272.5912887342
2024-03-13,1153995.3004410968
2024-03-14,1141871.149088274
2024-03-15,1138541.3463754533
2024-03-18,1140919.563475406
2024-03-19,1141487.293338418
2024-03-20,1152472.756235709
2024-03-21,1169682.6343798588
2024-03-22,1168293.6928329729
2024-03-25,1170779.0844063268
2024-03-26,1163004.9561054336
2024-03-27,1172825.218675762
2024-03-28,1176357.4508288605
2024-04-01,1179743.739934993
2024-04-02,1169291.2761226478
2024-04-03,1166993.9856358299
2024-04-04,1146952.927290507
2024-04-05,1152414.554242277
2024-04-08,1152803.5171455126
2024-04-09,1160691.3601033282
2024-04-10,1138998.4632019133
2024-04-11,1150410.04999058
2024-04-12,1125295.031273601
2024-04-15,1114965.926861441
2024-04-16,1112108.149377951
2024-04-17,1101707.5077507978
2024-04-18,1094470.1168811505
2024-04-19,1079073.26528951
2024-04-22,1088138.9025813048
2024-04-23,1107423.931137327
2024-04-24,1110652.1530497135
2024-04-25,1111376.7448729598
2024-04-26,1114040.29481415
2024-04-29,1128282.2415854717
2024-04-30,1106147.511121967
2024-05-01,1101933.9361238552
2024-05-02,1122116.9406697527
2024-05-03,1131502.6378533498
2024-05-06,1146136.1924977498
2024-05-07,1138558.9355154855
2024-05-08,1140319.50595299
2024-05-09,1144028.4646964741
2024-05-10,1141811.8601819987
2024-05-13,1148457.782014532
2024-05-14,1157196.0775773183
2024-05-15,1164920.7558511037
2024-05-16,1170303.1215335042
2024-05-17,1171691.5971202706
2024-05-20,1174749.6846949186
2024-05-21,1179358.30781185
2024-05-22,1175971.2365104365
2024-05-23,1151409.1578175444
2024-05-24,1165091.1587026613
2024-05-28,1164902.1781009114
2024-05-29,1149946.949237411
2024-05-30,1151269.8864656892
2024-05-31,1161252.0252578254
2024-06-03,1163305.0570545443
2024-06-04,1161613.9664241034
2024-06-05,1176531.0161494652
2024-06-06,1176436.145707079
