method,final_$,return_%,sharpe,max_dd_%
EW,1568520.7823975047,56.85207823975047,1.3039049052867882,-18.579383667350402
MVO,1656887.3119567246,65.68873119567246,0.8210905533989614,-31.029199817068694
MINVAR,1275488.163680451,27.54881636804509,0.8520363689146093,-16.116946645973126
^OEX,1389905.8148608105,38.990581486081055,0.9619786308048739,-19.88678553816624
DES,1996173.61611781,99.61736161178098,3.962009671352815,-6.306226202615696
