date,DTE,DRL Ensemble,Dynamic Stock Recommendation,MACE,^DJI
2026-02-04,81.141187,35.489328,22.295541,75.812307,31.250827
2026-02-05,78.796623,34.612532,20.718327,74.498308,29.679618
2026-02-06,79.088372,40.499768,23.634817,82.665512,32.879809
2026-02-09,78.295976,39.937610,22.940832,82.428497,32.933366
2026-02-10,78.118340,38.512190,23.912847,81.480544,33.071957
2026-02-11,78.478429,41.053173,23.496096,84.952198,32.894993
2026-02-12,76.274753,40.411675,22.726685,83.757416,31.120056
2026-02-13,75.690511,41.932241,23.063149,85.720324,31.249843
2026-02-17,76.797646,41.792890,23.233843,84.826293,31.335384
2026-02-18,76.985947,41.746731,24.086056,84.095799,31.678666
2026-02-19,76.389604,41.248975,23.758860,83.897265,30.969399
2026-02-20,77.128598,41.397155,24.705683,84.250794,31.581380
2026-02-23,77.383956,42.190518,23.194621,84.716823,29.402116
2026-02-24,78.506510,43.510211,24.500061,86.540382,30.384327
2026-02-25,78.923775,43.142768,24.913776,85.939080,31.200046
2026-02-26,78.215557,41.666822,24.404634,84.046753,31.245255
2026-02-27,77.215886,42.778674,23.232081,84.808256,29.863108
2026-03-02,77.105569,42.446799,23.236368,84.475598,29.669178
2026-03-03,77.458529,38.804162,22.316245,79.495325,28.599282
2026-03-04,78.260377,39.829275,22.610890,81.084351,29.230703
2026-03-05,78.297654,35.539988,22.077928,75.435696,27.150175
2026-03-06,76.920262,33.950396,20.734034,72.693831,25.948566
2026-03-09,77.502549,36.598433,20.437834,75.954009,26.582928
2026-03-10,77.368704,37.061516,20.460377,77.214973,26.492012
2026-03-11,77.110982,36.549984,19.848218,76.303825,25.725097
2026-03-12,75.374319,33.984094,18.838848,72.857292,23.764558
2026-03-13,73.699417,33.615329,18.046374,72.390431,23.448019
2026-03-16,75.254233,34.014240,19.713215,72.967295,24.476631
2026-03-17,75.304099,33.102353,19.522649,72.043349,24.600857
2026-03-18,73.654020,30.259016,17.276452,68.558081,22.564233
2026-03-19,73.169880,29.513482,16.523922,67.428786,22.024081
2026-03-20,71.780924,28.337823,14.776188,65.655059,20.846935
2026-03-23,72.635451,30.794435,15.628013,69.308957,22.520008
2026-03-24,71.289216,31.494174,14.572106,70.485896,22.296197
2026-03-25,71.664300,32.964230,14.639999,72.186661,23.106033
2026-03-26,70.415011,31.647506,13.362881,69.967784,21.861492
2026-03-27,68.134844,30.177801,10.793068,68.080736,19.757640
2026-03-30,68.622388,28.571910,11.779277,65.525091,19.888887
