date,DTE,DRL Ensemble,Dynamic Stock Recommendation,MACE,^NDX
2025-09-18,77.842824,40.202080,84.561779,33.276060,47.817820
2025-09-19,79.214099,40.059849,86.308012,33.199641,48.853603
2025-09-22,79.932386,42.104956,87.079259,35.152461,49.668526
2025-09-23,78.912499,41.953092,87.029871,34.983465,48.575072
2025-09-24,78.336228,41.258367,84.626102,34.355612,48.112065
2025-09-25,78.556629,40.048659,82.102855,33.237821,47.469777
2025-09-26,78.822576,40.796200,84.515215,33.971764,48.113753
2025-09-29,78.597112,41.215073,90.682204,34.255552,48.763538
2025-09-30,78.776890,41.261986,91.117530,34.195727,49.178437
2025-10-01,79.954929,43.973048,94.055178,36.568808,49.909031
2025-10-02,80.561576,45.698619,94.988097,38.274875,50.464524
2025-10-03,80.492913,44.289907,95.229012,36.863145,49.816309
2025-10-06,82.788938,47.429497,94.749561,39.875679,50.983148
2025-10-07,81.589016,43.714317,93.014999,36.311934,50.147010
2025-10-08,82.295824,44.020605,93.332258,36.463017,51.938534
2025-10-09,81.160210,42.846359,92.849060,35.377237,51.706187
2025-10-10,77.547212,37.428258,89.352662,30.283303,46.408540
2025-10-13,79.977965,41.084034,91.993461,33.679274,49.603122
2025-10-14,80.084529,40.944244,93.427291,33.585171,48.569936
2025-10-15,82.182729,43.994412,93.332723,36.414123,49.573561
2025-10-16,81.952416,44.065946,92.485794,36.289090,49.040924
2025-10-17,83.011057,45.413283,94.227990,37.597497,50.012331
2025-10-20,84.897740,48.142015,96.630962,40.200608,51.965133
2025-10-21,83.687830,47.995749,97.921897,40.127307,51.881182
2025-10-22,83.051043,45.694627,95.658917,37.946556,50.381412
2025-10-23,84.040495,48.399640,94.861922,40.451086,51.701535
2025-10-24,86.431878,50.819894,94.729401,42.637856,53.277641
2025-10-27,89.630686,52.793277,97.397616,44.522455,56.078610
2025-10-28,89.670452,52.794767,96.416961,44.478699,57.230691
2025-10-29,91.413831,52.208370,92.497940,43.722569,57.881680
2025-10-30,91.933407,51.581064,90.992635,43.198976,55.554308
2025-10-31,93.374599,51.657656,91.458111,43.250551,56.299719
2025-11-03,94.794060,53.141076,90.319634,44.580168,56.993681
2025-11-04,92.370118,49.557279,87.609061,41.328226,53.746327
2025-11-05,94.382411,52.189713,88.785734,43.569538,54.860512
2025-11-06,93.079734,49.766464,85.363076,41.174905,51.898761
2025-11-07,91.952115,49.254169,84.462576,40.675126,51.474264
2025-11-10,95.248232,52.119651,84.076988,43.216152,54.810408
2025-11-11,95.730615,50.893300,86.311201,42.201073,54.337426
2025-11-12,95.010718,52.634682,86.713432,43.828670,54.239745
2025-11-13,92.479812,49.455999,85.407239,40.891280,51.073213
2025-11-14,91.833924,49.315105,84.236033,40.686525,51.162547
2025-11-17,92.619863,47.747704,82.051611,39.163554,49.903353
2025-11-18,91.869064,46.338392,83.087139,38.003480,48.109220
2025-11-19,93.738144,47.512306,80.885117,39.153744,48.939856
2025-11-20,92.194718,42.233570,78.852108,34.397012,45.396935
2025-11-21,94.844289,43.652548,83.649950,35.706977,46.516314
2025-11-24,99.138827,46.477904,83.953734,38.180408,50.350221
2025-11-25,100.540073,47.569833,85.960949,39.218570,51.223712
2025-11-26,100.329601,49.622810,86.246966,41.156628,52.544922
2025-11-28,100.732413,51.283438,87.337130,42.664719,53.741439
2025-12-01,100.157810,51.297116,86.814441,42.638769,53.185096
2025-12-02,100.865111,53.186712,88.590848,44.509407,54.472636
2025-12-03,101.910398,54.126699,91.214832,45.464954,54.778970
2025-12-04,100.973526,53.362087,91.092333,44.813120,54.628825
2025-12-05,101.665236,54.405842,91.947338,45.680267,55.295846
2025-12-08,100.220284,54.181971,90.554973,45.311807,54.908384
2025-12-09,100.732242,54.146097,90.218678,45.205538,55.154639
2025-12-10,102.010433,55.793151,93.500510,46.604870,55.805934
2025-12-11,100.609988,56.423884,94.616070,47.276077,55.263440
2025-12-12,100.220839,52.306710,93.115907,43.526288,52.301878
2025-12-15,99.782024,52.355359,93.168448,43.568578,51.519350
2025-12-16,99.707070,52.182369,93.055315,43.452683,51.916293
2025-12-17,98.886040,48.374291,92.174523,39.909061,48.982710
2025-12-18,99.402123,52.410297,92.874750,43.538401,51.229816
2025-12-19,99.967978,55.226761,93.396361,46.012734,53.205225
2025-12-22,99.827521,56.619036,94.792649,47.249017,53.903484
2025-12-23,99.839314,56.558640,93.778207,47.161390,54.665883
2025-12-24,99.912881,57.438671,94.508998,47.882173,55.078846
2025-12-26,99.946756,57.926135,94.824779,48.384930,55.007764
2025-12-29,100.010921,57.619777,94.533843,47.989997,54.289494
2025-12-30,99.949508,56.705270,94.239336,47.131551,53.908690
2025-12-31,99.637320,54.666911,92.560007,45.259157,52.622957
2026-01-02,100.573768,57.948730,91.665037,47.928256,52.358935
2026-01-05,101.096817,61.183773,93.963959,51.073809,53.538523
2026-01-06,102.027877,65.479253,96.849341,54.792034,54.979478
2026-01-07,102.501153,64.145033,97.276551,53.633798,55.065246
2026-01-08,102.075526,59.945153,98.525129,49.609872,54.177907
2026-01-09,103.286519,64.001341,98.913658,53.215875,55.744403
2026-01-12,103.825523,64.895834,98.112375,54.045491,55.873758
2026-01-13,103.991891,63.869931,97.374595,53.045544,55.597458
2026-01-14,103.347637,61.516285,96.720687,50.754731,53.929114
2026-01-15,103.305310,65.750888,96.531901,54.730192,54.419510
2026-01-16,103.147581,68.259213,95.103718,56.852706,54.311854
2026-01-20,100.655900,63.394172,93.112691,52.051653,51.037607
2026-01-21,103.051152,67.779383,95.957134,55.934824,53.086755
2026-01-22,103.996708,70.401061,96.410965,58.456736,54.245908
2026-01-23,104.037160,71.263314,96.067857,59.284167,54.772512
2026-01-26,104.886803,72.152022,96.475500,60.260073,55.423749
2026-01-27,105.878835,75.226002,96.169391,62.852071,56.793008
2026-01-28,106.309576,76.686466,95.258821,63.873650,57.294997
2026-01-29,106.848246,76.685550,93.890720,63.730006,56.457903
2026-01-30,105.845331,66.497260,92.868062,54.300748,54.451669
2026-02-02,108.829473,68.472794,94.779413,55.871511,55.577270
2026-02-03,106.578385,62.472158,91.793361,50.128639,53.159525
2026-02-04,104.507023,57.404689,94.141584,45.810019,50.455339
2026-02-05,102.669693,56.968413,90.023676,45.313076,48.384788
2026-02-06,101.879981,63.431672,91.257084,51.270019,51.570728
2026-02-09,101.817576,63.456360,90.079833,51.439227,52.733517
2026-02-10,100.350350,61.612526,89.974636,49.876007,51.884264
2026-02-11,100.590875,63.826583,90.657658,51.390782,52.329255
2026-02-12,98.816759,61.343567,86.482983,48.843709,49.224491
2026-02-13,98.143633,62.858150,89.494577,50.389044,49.497225
2026-02-17,98.428127,61.256431,88.803102,48.863851,49.309055
2026-02-18,99.096556,64.000305,90.206507,51.242805,50.501452
2026-02-19,98.477564,62.871464,89.081936,50.234372,49.887757
2026-02-20,100.351754,64.208563,90.529089,51.350549,51.189015
2026-02-23,99.945854,62.367257,88.064408,49.575364,49.353420
2026-02-24,100.725367,63.605176,90.490644,50.834223,50.973951
2026-02-25,101.631415,66.913243,91.448937,53.846400,53.101618
2026-02-26,100.163785,65.253242,93.126883,52.528094,51.320483
2026-02-27,99.844498,66.819131,93.481487,54.154702,50.871194
2026-03-02,99.218201,66.979397,93.140871,54.381943,51.068007
2026-03-03,98.871179,61.759322,91.688481,49.950349,49.420760
2026-03-04,99.902039,65.801701,95.161847,53.583375,51.678986
2026-03-05,99.756778,64.311245,93.835626,52.327978,51.236108
2026-03-06,98.149692,58.607341,91.052023,47.233221,48.954967
2026-03-09,99.218597,63.739381,91.516974,51.837868,50.914781
2026-03-10,99.356678,64.204379,89.076056,52.035944,50.849625
2026-03-11,99.311720,64.815829,87.429110,52.419291,50.901240
2026-03-12,97.566796,60.587141,82.720559,48.544909,48.293459
2026-03-13,96.341372,61.830621,82.378521,49.485485,47.369558
2026-03-16,97.774380,64.269473,84.630674,51.578547,49.029437
2026-03-17,98.197178,67.426162,85.900637,54.307477,49.785485
2026-03-18,96.871317,65.632835,82.839158,52.648220,47.637689
2026-03-19,96.757162,66.053815,82.174707,53.224578,47.215718
2026-03-20,95.307230,63.192261,81.331224,50.860253,44.452598
2026-03-23,95.955418,63.822820,82.967145,51.646767,46.208162
2026-03-24,95.080393,64.178890,81.685020,51.983586,45.083033
2026-03-25,95.640915,63.133289,83.163099,51.104678,46.053366
2026-03-26,93.879963,57.784561,82.452111,46.428091,42.571788
2026-03-27,92.435236,55.164144,78.575841,43.817788,39.826246
2026-03-30,92.056334,51.595399,79.453454,40.959616,38.741930
