date,DTE,DRL Ensemble,Dynamic Stock Recommendation,MACE,^OEX
2025-09-22,79.636090,25.973667,59.776120,34.737800,50.572144
2025-09-23,78.879783,25.559687,59.804384,34.198316,49.399050
2025-09-24,78.424381,24.557658,58.374022,33.613312,49.072689
2025-09-25,78.379344,24.368555,57.394777,32.648634,48.484334
2025-09-26,78.729875,25.250836,57.448501,33.189720,49.114550
2025-09-29,78.512555,26.157686,58.059151,33.515517,49.352683
2025-09-30,78.866181,26.160786,58.797758,34.088032,49.979745
2025-10-01,80.048870,26.395059,57.640645,35.018034,50.591960
2025-10-02,80.367193,27.114455,60.673163,35.177005,50.602763
2025-10-03,80.593924,27.286536,58.951413,35.802372,50.443406
2025-10-06,82.369452,28.096066,58.637696,36.665508,51.191107
2025-10-07,81.453341,27.214213,60.876054,35.724550,50.715302
2025-10-08,81.929416,27.742911,61.706018,36.288509,51.581398
2025-10-09,81.273725,27.327483,61.885487,35.846477,51.461199
2025-10-10,78.351189,24.400000,56.554090,32.723364,47.159532
2025-10-13,80.369346,26.373215,60.036160,34.829413,49.700201
2025-10-14,80.426070,27.155539,56.691745,35.663635,49.024068
2025-10-15,82.152987,27.824018,60.455926,36.376908,49.756020
2025-10-16,81.917002,26.890731,59.626020,35.380793,49.038476
2025-10-17,82.353462,27.358305,60.114647,35.879496,49.929773
2025-10-20,83.739563,28.448568,63.388652,37.042530,51.580948
2025-10-21,82.888128,28.129892,64.341989,36.702327,51.468860
2025-10-22,82.399124,28.386007,59.377412,36.975790,50.656779
2025-10-23,83.302370,29.373312,64.385885,38.029583,51.445000
2025-10-24,85.355852,30.320681,64.105644,39.040334,52.858030
2025-10-27,87.784257,31.134740,69.271089,39.908354,55.142113
2025-10-28,87.640810,30.679842,73.489239,39.422371,56.192327
2025-10-29,88.776739,30.114193,74.047361,38.819203,56.698750
2025-10-30,89.067645,29.993622,70.324459,38.690004,54.830159
2025-10-31,90.392639,30.012738,69.492580,38.709894,55.338836
2025-11-03,91.330124,30.186536,68.206558,38.896069,55.754778
2025-11-04,89.503392,29.240483,61.093156,37.887452,53.772296
2025-11-05,91.094854,30.621582,64.636456,39.361773,54.147278
2025-11-06,90.372401,29.641136,61.856805,38.315796,52.197206
2025-11-07,89.481778,29.429493,64.513150,38.089826,51.957721
2025-11-10,92.237194,31.118217,66.372384,39.891394,54.740579
2025-11-11,93.060023,31.744895,64.685057,40.559403,55.145718
2025-11-12,92.867085,32.673807,64.320725,41.549340,55.189832
2025-11-13,90.685826,30.489034,58.319426,39.217092,52.481707
2025-11-14,90.090469,29.931935,57.504714,38.622952,52.446143
2025-11-17,90.431903,28.285142,54.430407,36.865708,51.239276
2025-11-18,90.076525,27.367990,52.548826,35.885943,49.679946
2025-11-19,91.565663,28.075931,55.576476,36.640342,50.430350
2025-11-20,90.374316,26.218117,49.561361,34.658854,48.111154
2025-11-21,92.650886,27.801602,51.007609,36.348437,49.185678
2025-11-24,95.966067,29.255168,55.707088,37.899410,51.929817
2025-11-25,97.476793,31.039890,55.666318,39.803785,53.029992
2025-11-26,97.298526,31.948968,58.815041,40.774567,54.017628
2025-11-28,97.520908,32.412982,68.497882,41.269631,54.802255
2025-12-01,96.747916,31.169706,64.850724,39.943819,54.080206
2025-12-02,97.054727,31.308653,73.597454,40.092092,54.568166
2025-12-03,98.090836,32.718506,74.123920,41.595310,54.813509
2025-12-04,97.417336,32.087111,66.841576,40.920050,54.959809
2025-12-05,97.996449,32.912265,67.277224,41.800883,55.286611
2025-12-08,96.634064,32.254341,65.278802,41.098669,54.835566
2025-12-09,96.719059,32.407135,65.342664,41.261691,54.673506
2025-12-10,98.243525,33.827178,65.643056,42.776112,55.345133
2025-12-11,97.731170,34.868344,63.608655,43.887424,55.329835
2025-12-12,97.734597,33.808877,62.015463,42.757002,53.737183
2025-12-15,97.671768,33.944011,61.542076,42.899850,53.322142
2025-12-16,97.206467,33.308266,60.533104,42.221612,53.204207
2025-12-17,96.638239,31.848718,55.921465,40.664931,51.195613
2025-12-18,96.946371,32.816933,58.665947,41.698312,52.519964
2025-12-19,97.448709,34.129966,61.263173,43.099052,53.991527
2025-12-22,97.776321,35.406784,61.872385,44.461439,54.819806
2025-12-23,97.787653,35.472901,62.006047,44.532238,55.860118
2025-12-24,98.120511,36.259330,61.815857,45.372464,56.333670
2025-12-26,98.101002,36.135920,61.546244,45.240696,56.267950
2025-12-29,97.975191,35.767632,61.998904,44.848282,55.628282
2025-12-30,97.926204,35.408832,63.578674,44.465574,55.493236
2025-12-31,97.539023,34.282515,61.729081,43.263687,54.508303
2026-01-02,98.443195,35.823966,70.769907,44.909737,54.341737
2026-01-05,98.933396,37.174112,71.563101,46.350925,55.008869
2026-01-06,99.770897,38.928420,73.955993,48.224917,55.423459
2026-01-07,99.876457,37.785328,79.460863,47.005332,55.364047
2026-01-08,99.968057,38.284167,73.598080,47.538744,55.234397
2026-01-09,100.869513,39.350310,86.204803,48.677678,55.985702
2026-01-12,101.450705,39.731291,83.114983,49.084728,56.195030
2026-01-13,101.255246,39.146331,91.795474,48.459550,55.791694
2026-01-14,100.720471,39.069944,93.415149,48.378660,54.628491
2026-01-15,100.530780,40.016366,92.669826,49.388277,54.765339
2026-01-16,100.122475,40.518146,90.496816,49.925179,54.567715
2026-01-20,97.672986,37.883139,91.521545,47.115345,51.005649
2026-01-21,99.495144,40.400389,106.989474,49.802706,52.490708
2026-01-22,100.236272,41.327962,101.778465,50.791895,53.636349
2026-01-23,100.162659,40.120829,78.668249,49.504527,53.937049
2026-01-26,100.785248,40.295607,72.567218,49.688915,54.792793
2026-01-27,100.609419,40.195847,76.676751,49.582343,55.399149
2026-01-28,100.770305,40.470709,87.515030,49.876346,55.325779
2026-01-29,101.029155,40.972453,88.680259,50.411584,54.908936
2026-01-30,100.515092,40.229444,85.086854,49.617274,54.726621
2026-02-02,102.613266,42.136963,91.307501,51.653457,55.516194
2026-02-03,100.865509,40.309910,92.673981,49.702625,54.033839
2026-02-04,99.383109,39.614258,90.703935,48.959371,53.243815
2026-02-05,97.627311,37.340361,89.363261,46.533690,51.096581
2026-02-06,97.384864,40.004816,98.520520,49.375878,53.831269
2026-02-09,97.469307,40.495692,96.679894,49.897647,54.662252
2026-02-10,96.513943,40.064656,88.902968,49.437151,53.936148
2026-02-11,96.571387,40.714353,91.172985,50.133261,53.485554
2026-02-12,95.255696,39.492662,86.509086,48.836288,50.922366
2026-02-13,94.966307,39.876829,87.852257,49.246089,50.200317
2026-02-17,95.112218,39.464388,89.018941,48.805242,50.518128
2026-02-18,95.444533,40.192623,87.813000,49.581668,51.320306
2026-02-19,95.071187,39.624226,86.920028,48.974683,50.863844
2026-02-20,96.467226,40.293759,87.602924,49.689092,51.969876
2026-02-23,96.188025,38.804159,85.448011,48.100417,50.494719
2026-02-24,96.811971,39.662391,93.122881,49.016182,51.561143
2026-02-25,97.155307,40.256338,94.370365,49.649535,52.993076
2026-02-26,96.255211,39.506990,90.392708,48.849333,51.584992
2026-02-27,96.444045,38.815985,91.088602,48.112565,50.683782
2026-03-02,95.852658,38.285019,91.614137,47.545756,50.846292
2026-03-03,95.459814,36.498220,83.027544,45.638261,49.975690
2026-03-04,96.043852,37.460035,90.453187,46.664393,51.150597
2026-03-05,95.631141,35.585657,88.430126,44.663939,50.614467
2026-03-06,94.705224,33.466184,81.291050,42.402759,48.943489
2026-03-09,95.312495,34.891251,86.464254,43.925702,50.165665
2026-03-10,95.278130,34.757275,90.481860,43.782511,50.022958
2026-03-11,95.200940,34.488137,93.132030,43.495810,50.013507
2026-03-12,93.937847,32.080662,82.154686,40.927490,47.846919
2026-03-13,93.016251,31.847588,81.830943,40.679654,46.488796
2026-03-16,94.039208,33.187452,82.795109,42.109276,47.959908
2026-03-17,94.194808,33.328780,78.157186,42.260622,48.023376
2026-03-18,93.155440,31.566486,80.294216,40.380696,45.865338
2026-03-19,92.942118,31.073624,80.989954,39.853228,45.290941
2026-03-20,91.943345,29.590169,74.177412,38.269742,43.229231
2026-03-23,92.298493,30.384420,75.613096,39.115200,44.864646
2026-03-24,91.574087,30.095889,75.527836,38.806217,43.952182
2026-03-25,92.044257,30.777006,84.596086,39.531808,44.853843
2026-03-26,90.862994,28.844523,74.389974,37.468839,42.079085
2026-03-27,89.572645,26.485523,71.436148,34.953724,39.446132
2026-03-30,89.501724,25.824705,64.450118,34.248818,38.990581
