ticker,weight,initial_capital,final_asset,return_pct,n_buy,n_sell,sharpe,max_dd_pct
TOTAL,1.0,1000000.0000000001,1908877.7701337177,90.88777701337176,747,568,3.8079677160935286,-6.471215987524115
AAPL,0.11246991357809889,112469.91357809889,183975.98614242562,63.577956352454265,7,7,1.3251211099298126,-12.60003155188587
ABBV,0.009800960667228768,9800.960667228768,9800.960667228768,0.0,0,0,0.0,0.0
ABT,0.007071295726464585,7071.295726464585,10035.69659223365,41.92160786989414,10,10,1.1307002427346542,-6.547753569633564
ACN,0.008208326571952888,8208.326571952888,10339.661934874362,25.96552834781276,9,8,0.6772851156132194,-17.432231614836567
ADBE,0.01048854270102094,10488.542701020939,12014.367217610295,14.54753591688991,9,9,0.44042501435053955,-20.41084102872206
AMAT,0.005092108838453139,5092.1088384531395,19542.01274936313,283.7705235558069,7,7,2.388437939512038,-11.920443608389963
AMD,0.009108343853972375,9108.343853972376,36923.918151740014,305.3856413823966,9,8,1.701666075713702,-25.8680314103489
AMGN,0.005567039531774979,5567.039531774979,8525.26994638858,53.138304438632346,8,8,1.1590774627362714,-16.131609123556977
AMT,0.0035795104625065857,3579.5104625065856,5101.988564824771,42.53313737354063,5,5,0.9851762196402988,-15.154361622641211
AMZN,0.06119586006511366,61195.860065113666,102712.74869684277,67.8426426028726,8,7,1.1271012235633677,-28.67495187903517
AVGO,0.0019496015581570462,1949.6015581570462,1949.6015581570462,0.0,0,0,0.0,0.0
AXP,0.005164173545870903,5164.173545870904,12375.141755157432,139.6345057971991,6,6,2.0126469041599626,-10.656888092337812
BA,0.006082347415245492,6082.347415245492,19145.693643889295,214.7747462747744,6,6,2.7818157572389266,-9.140087322602163
BAC,0.009735714466137937,9735.714466137937,19048.41032210821,95.65498134072259,8,8,1.8597528863764572,-9.96222188328586
BKNG,0.0001879749408638309,187.9749408638309,300.03952641158816,59.61676861435314,8,8,1.6336106262970875,-7.623095258463374
BLK,0.004424279322089905,4424.279322089905,7823.187372857818,76.82399331790755,6,6,1.688707008746189,-12.303626807850476
BMY,0.0036289175723185573,3628.917572318557,7696.451303493993,112.08669390020458,6,5,1.684595264726784,-10.974665541690987
BNY,4.658637199622859e-05,46.58637199622859,46.58637199622859,0.0,149,0,0.0,0.0
C,0.003563619844112069,3563.619844112069,8518.39815072371,139.03779087991356,8,7,1.8659711026818806,-19.427741958336643
CAT,0.005635864770270122,5635.864770270122,20827.268064209617,269.5487545066022,8,7,2.6439714184009238,-10.105631080274657
CL,0.0024177289575729806,2417.7289575729806,4001.2550822364415,65.49642877475694,6,6,1.7199604141957163,-11.1786738675134
CMCSA,0.005908232159409091,5908.232159409091,8099.447376500012,37.08749348316189,8,8,0.910595284041788,-11.839984362726186
COF,0.0018728017308569476,1872.8017308569476,3844.3411973170323,105.27219373926768,7,7,1.5477654008145343,-13.686072071975131
COP,0.0050349584063195075,5034.958406319508,9603.048621473743,90.72746677352302,6,5,1.5602752955139587,-16.37697898534718
COST,0.01121132349048596,11211.32349048596,18019.524550150087,60.72611378524251,9,9,1.4594769445976121,-9.194451496608004
CRM,0.00968783675246372,9687.83675246372,13587.93599195242,40.257689504283434,7,6,0.7785473919136058,-33.00150339651879
CSCO,0.007488524136479919,7488.524136479919,14441.917752826175,92.85399218349572,6,6,2.1179304307453615,-7.633833568704141
CVS,0.0035909652236752335,3590.9652236752336,6038.050931456877,68.14562535019854,8,8,1.0543440293176958,-19.510092332911366
CVX,0.009948274588226355,9948.274588226355,18058.662551496367,81.52557402133374,9,8,1.956805822041077,-7.896430225441186
DE,0.004235660132958899,4235.660132958898,6805.696667870082,60.676174533291395,5,5,1.3515060814114304,-11.89637558599841
DHR,0.006553565405913357,6553.565405913357,9932.34916446992,51.55642080733411,8,8,1.2075726312600967,-10.417557776965513
DIS,0.006316586143460664,6316.586143460664,14441.46486647836,128.6276880974558,7,7,2.0739212888185423,-9.062148315931129
DUK,0.002649749166131068,2649.749166131068,4917.404149455115,85.57998667606257,8,8,2.1889229037813305,-7.821602057434651
EMR,0.0020640043659182978,2064.004365918298,4154.85918570683,101.30089133112317,6,6,1.7746105301719992,-11.581161201125079
FDX,0.001886800322307597,1886.8003223075968,4396.961175609109,133.03797034715004,5,5,2.0684953991354504,-10.020041874378528
GD,0.0026366014708495253,2636.6014708495254,4703.620235958049,78.39708761303696,6,6,1.7506716989593774,-10.03205884874948
GE,0.004252474322648874,4252.474322648874,13548.544680731347,218.60379752491804,10,9,2.2797702812694216,-20.583383078265673
GILD,0.0036373656613324715,3637.3656613324715,7900.707003068191,117.20958899067449,6,5,1.819013179331036,-13.329584072906586
GM,0.001859894904504829,1859.8949045048291,1859.8949045048291,0.0,0,0,0.0,0.0
GOOG,0.06735736634913927,67357.36634913928,209584.928876194,211.15368702189787,8,8,2.43461521348223,-9.142861448541728
GOOGL,0.06744093113770938,67440.93113770938,206094.49983414062,205.5926072748179,6,6,2.276353291476382,-12.122652165436653
GS,0.0046252323880743825,4625.2323880743825,11808.160024100707,155.2987403302515,5,4,2.059402055837395,-14.536142698296894
HD,0.012570252284391436,12570.252284391436,19649.60710172969,56.31831929203788,8,7,1.4052705713057092,-17.381443661246387
HON,0.004808721462688856,4808.721462688856,7041.926822307917,46.440730180498676,8,8,1.1607522467245228,-14.931930558417006
IBM,0.005395518035367313,5395.518035367313,15666.428347502728,190.36004040409432,6,6,2.3949812643472157,-8.340977179256404
INTC,0.007998603942314086,7998.603942314086,23977.039130251684,199.76530033458383,8,8,1.4538988150053243,-27.761536066008595
INTU,0.006689014835425726,6689.014835425726,5481.751684099268,-18.048444816307864,6,6,-0.19530259096245767,-46.83906690056319
ISRG,0.004581440360694986,4581.440360694986,7516.500288197426,64.06413041372,12,12,1.089857838602202,-19.478026069439114
JNJ,0.013732036903021157,13732.036903021157,23444.901393956192,70.73141850352971,6,6,2.052232071215199,-5.917603021626894
JPM,0.0180957202845598,18095.720284559797,36081.70740610026,99.3935960476082,8,7,1.6058011434564825,-17.043858543222246
KO,0.009299525406093535,9299.525406093535,13520.95689028161,45.39405292039929,8,7,1.4786125478929695,-8.122611097816733
LIN,0.007520023243500283,7520.023243500284,11550.440923939786,53.5958141342592,7,7,1.8113067937241487,-6.361550646353297
LLY,0.02116138215929024,21161.38215929024,54166.290391923234,155.9676394679316,7,6,2.0606659805854477,-18.604190930669716
LMT,0.004120377069090149,4120.377069090149,8556.51604894676,107.66342267884204,7,6,2.065247443455971,-11.364513017288347
LOW,0.004718109951687548,4718.109951687548,7226.042947285388,53.1554588866844,8,7,1.3261039499174332,-14.180974166989536
LRCX,0.0003879052761799705,387.90527617997054,2018.0877701962258,420.25272511630504,6,5,2.359136994547328,-19.191832685269006
MA,0.015320975178370527,15320.975178370527,18564.176847063747,21.168376235422848,1,1,0.9540570273310923,-11.810233682605942
MCD,0.007881292349417342,7881.292349417342,10954.241114433953,38.99041716481677,9,9,1.254049351044037,-8.325487293572964
MDLZ,0.0036011028389127844,3601.1028389127846,4748.652180126334,31.8666084404301,10,9,1.0375981990414844,-9.404019161214228
MDT,0.003966964726785022,3966.964726785022,6131.35576050294,54.56038010885018,9,9,1.3569067898373977,-10.352485397637102
META,0.0349737001740736,34973.7001740736,34448.19174173555,-1.5025817391996044,1,1,-0.10741618168342432,-7.986319271014464
MMM,0.0018415647664502424,1841.5647664502424,2969.1243390252857,61.22834195772007,5,4,0.9605308492825116,-18.349603512963107
MO,0.002322769101963248,2322.769101963248,4574.511652730089,96.94216049557511,8,8,1.9628405525928305,-7.648927354800639
MRK,0.010066360769839794,10066.360769839794,17965.844698420457,78.47407925462603,9,9,1.7344918066669541,-8.299068849727753
MS,0.005517758210987649,5517.758210987648,15041.294115089742,172.59792002370892,9,8,2.4395131271794415,-8.392393089195526
MSFT,0.10651210495608358,106512.10495608358,172550.59118982608,62.000921173204745,9,9,1.7124809814426816,-15.439147450763247
MU,0.003594881722210548,3594.881722210548,21055.395298037532,485.7048138176364,8,7,1.860410068806697,-39.04477792054184
NEE,0.004510553603664282,4510.5536036642825,7977.567334340749,76.86448350508314,6,6,1.3449020378688066,-15.751591363438566
NFLX,0.0008264202650937774,826.4202650937774,2281.5805880048497,176.07994193437997,7,7,2.262720778779583,-13.69344634353833
NKE,0.006038864447488767,6038.864447488767,7854.3233459336225,30.062918521044235,4,4,0.7064075041341924,-15.48756394738321
NOW,0.0011170963572468252,1117.0963572468252,1117.0963572468252,0.0,0,0,0.0,0.0
NVDA,0.004744663225663869,4744.6632256638695,20606.78894739031,334.31510240659964,8,7,2.078689082093419,-25.315846956835564
ORCL,0.010915662830244989,10915.662830244988,34102.10311184143,212.4144052649898,8,8,1.4583998270826468,-43.79211070084259
PEP,0.00834633792337815,8346.33792337815,10680.632022451444,27.967883885157807,8,7,0.8767395792063593,-11.134114940001927
PFE,0.005418320599667991,5418.320599667992,8210.69322236436,51.53575856820785,8,7,1.417822463217353,-8.742636391817582
PG,0.012628525712531442,12628.525712531442,14955.642241463653,18.427460036946243,8,8,0.7332477824245925,-9.912858443086536
PLTR,0.001441295189328619,1441.295189328619,1441.295189328619,0.0,0,0,0.0,0.0
PM,0.005188568535102727,5188.568535102727,5256.676174156071,1.3126479604647967,1,0,0.385003115666204,-1.7733994637822215
QCOM,0.005872385219198128,5872.385219198129,9633.125993916736,64.04111164955447,6,6,0.9878847589123254,-17.65593222185091
RTX,0.004496200357991267,4496.200357991267,11296.38879800112,151.24300294855902,9,9,2.529172226588479,-7.142320036027083
SBUX,0.003976087871548179,3976.087871548179,7453.369226941578,87.45484173717321,11,11,1.1764149319291648,-12.468696435608207
SCHW,0.0046909364157594665,4690.936415759466,9810.758070665204,109.14284912721067,7,7,2.0209436266403378,-12.693177135220102
SO,0.0027269436117371947,2726.9436117371947,4714.289615307672,72.87814808552062,7,7,1.8565487358918094,-7.73362743995154
SPG,0.0018427785695536983,1842.7785695536982,3159.232151856591,71.43851160705239,10,10,1.6261880738726655,-7.765666655284087
TMUS,0.006959249633550951,6959.249633550951,7323.002411961442,5.226896541500925,1,0,0.307792225281032,-8.43323017880644
TSLA,0.031065966558944676,31065.966558944674,31065.966558944674,0.0,0,0,0.0,0.0
TXN,0.005578371981374555,5578.371981374555,9783.464327336209,75.38207132837145,8,8,1.1628771166560368,-17.46854555673927
UNH,0.018156649755848235,18156.649755848233,23243.16022470947,28.014587147184898,9,8,0.5908632274946592,-26.51500705978831
V,0.020460911264736967,20460.911264736966,20460.911264736966,0.0,0,0,0.0,0.0
VZ,0.005265018274692993,5265.018274692993,7468.181007699674,41.84530077695028,8,8,1.1027561108672777,-9.264205783328539
WMT,0.0053762267661657025,5376.226766165702,11533.282307175346,114.52373214161918,7,6,2.267300330836096,-9.511638582541526
BENCH:^OEX,,,,38.990581486081034,0,0,0.961978630804872,-19.88678553816623
