Date,portfolio_equity,portfolio_cum_return,benchmark_cum_return,NVDA_asset,AVGO_asset,AMD_asset,QCOM_asset,TXN_asset,INTC_asset,MU_asset,AMAT_asset,ADI_asset,LRCX_asset,KLAC_asset,MRVL_asset,NXPI_asset,MPWR_asset,ASML_asset,ARM_asset,SWKS_asset,QRVO_asset,TER_asset,ENTG_asset,COHR_asset,CRUS_asset,LSCC_asset,RMBS_asset,ALGM_asset,MTSI_asset,TSM_asset
2024-01-17,102466500.78119276,0.02466500781192771,0.01166031450194227,5541130.238116136,2128530.3680881,11736587.26565208,6431186.422748108,6090338.878304826,8732692.750624739,3939948.032233581,5559447.906116332,4012703.352488875,439329.29020126717,327934.34661147866,2221688.4236844257,2399719.4541415954,1246855.0706722275,12234355.720394837,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,745005.4202242322,279643.89965311496,189477.54825000916,397527.3580740672,324550.69993247587,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-18,103843116.58245467,0.03843116582454664,0.04560729664313934,5645323.213465563,2128530.3680881,11919774.76565208,6706767.89412262,6090338.878304826,8732692.750624739,4012804.3030160517,5559447.906116332,4012703.352488875,458437.520029148,343965.77476547036,2318561.7283719257,2399719.4541415954,1246855.0706722275,12788465.675289856,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,774370.1188326308,279643.89965311496,189477.54825000916,415056.45246493636,332331.57312430936,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-19,105782871.67643355,0.05782871676433543,0.08764761470368554,5880991.29753386,2128530.3680881,12766833.586758036,7014661.848605652,6090338.878304826,8732692.750624739,4140066.655799255,5559447.906116332,4012703.352488875,482166.51764114754,357368.0764698771,2416114.959328957,2399719.4541415954,1246855.0706722275,13016913.004330384,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,803200.961483998,279643.89965311496,189477.54825000916,425561.5076407176,351735.6975215872,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-22,105619382.4684677,0.05619382468467693,0.09036948552927426,5897104.676516404,2128530.3680881,12323519.613140482,7056668.595889588,6090338.878304826,8732692.750624739,4221911.1722406,5559447.906116332,4012703.352488875,486379.06952103035,363261.83241699013,2383144.0185330585,2399719.4541415954,1246855.0706722275,13168921.443173157,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,806738.0398531386,279643.89965311496,189477.54825000916,429042.45246493636,355433.99139823514,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-23,105844027.5781822,0.05844027578182209,0.09749336888377069,5918753.889315477,2128530.3680881,12341106.01565208,7085752.130191346,6090338.878304826,8732692.750624739,4141012.5954354852,5559447.906116332,4012703.352488875,484541.2120076026,361064.0349736002,2399799.6010525897,2399719.4541415954,1246855.0706722275,13370057.315304505,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,822888.7243013808,279643.89965311496,189477.54825000916,437993.5076407176,353800.98898734647,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-24,108008847.54030006,0.08008847540300046,0.1144134869633966,6065947.985689988,2128530.3680881,13064329.907863993,7125908.889346619,6090338.878304826,8732692.750624739,4167033.2118905634,5559447.906116332,4012703.352488875,494909.21447952645,372210.3042607096,2456903.7466824725,2399719.4541415954,1224747.5116108826,14553853.197445618,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,822221.3529634902,279643.89965311496,189477.54825000916,427923.5705679637,352456.1548503836,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-25,108521763.90053718,0.08521763900537183,0.11166175881937845,6091155.031359545,2128530.3680881,13213811.533993144,7130526.441913147,6090338.878304826,8732692.750624739,4220018.929145202,5559447.906116332,4012703.352488875,505084.6717091407,374099.0275769023,2379404.9462674335,2399719.4541415954,1193126.3390034607,14927784.621212708,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,823823.023617787,275204.8470141074,189477.54825000916,435134.1533316356,351831.74139823514,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-26,107815866.82429664,0.07815866824296647,0.07930819864972105,6033227.105257859,2128530.3680881,12988124.399822611,6957422.741168519,6090338.878304826,8732692.750624739,4165613.5747903436,5559447.906116332,4012703.352488875,489588.0508824195,349428.1336483744,2312783.660622902,2399719.4541415954,1164954.2960957459,14904938.710629212,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,803534.5957613417,272783.55757013767,184634.93417530213,435134.1533316356,342417.865795513,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-29,108401622.66208045,0.08401622662080444,0.09078457507816906,6174983.965647569,2128530.3680881,13030624.033993144,6907567.267184754,6090338.878304826,8732692.750624739,4213868.866217956,5559447.906116332,4012703.352488875,493532.2297688331,349842.039803007,2384163.646828957,2399719.4541415954,1201070.489149945,15160349.54583429,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,820886.5588961075,282122.85141245334,185372.85347156678,435134.1533316356,350823.115795513,245529.43177927606,282136.8844123465,21899536.801452395
2024-01-30,107274481.80540669,0.07274481805406685,0.07381238874811169,6205529.271700731,2128530.3680881,12607826.970928568,6738618.992862244,6090338.878304826,8732692.750624739,4076199.7221444696,5523233.741713633,4012703.352488875,487691.99363907235,347084.64668319497,2339636.309426613,2399719.4541415954,1188747.6489399842,14909747.925228821,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,814674.9074068496,280739.2417360922,181106.75699024354,435134.1533316356,343138.32312430936,245529.43177927606,282136.8844123465,21843074.862374235
2024-01-31,106193063.56833088,0.06193063568330892,0.059129384868845,6082258.560335984,2128530.3680881,12287615.578716654,6855406.354907532,6090338.878304826,8732692.750624739,4056802.50225769,5458779.449736704,4012703.352488875,481495.5624409522,346320.9223370341,2301226.219582863,2399719.4541415954,1168015.6979512146,14940492.853024231,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,786221.3305025527,274109.5049311301,178039.77276783143,435134.1533316356,329209.615795513,245529.43177927606,282136.8844123465,21259639.152535368
2024-02-01,106748817.25984429,0.06748817259844286,0.06399139429550438,6230540.255015245,2128530.3680881,12492052.336758036,6513813.538882752,6108316.792787275,8732692.750624739,4050179.1056893915,5547486.160887827,4012703.352488875,485603.0731221046,349270.73814819125,2273014.501565285,2399719.4541415954,1190123.2827900818,15296388.65142511,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,788158.2799654432,281315.7549311301,177509.40262012635,435134.1533316356,327384.48898734647,245529.43177927606,282136.8844123465,21340569.284066126
2024-02-02,108206008.81476448,0.08206008814764476,0.07797335804774885,6540250.399706712,2128530.3680881,13018167.418163676,6540587.926013489,6089573.354524336,8732692.750624739,4091338.3945535272,5587687.516371836,4012703.352488875,489389.7356434669,352313.7934384135,2295448.412942238,2399719.4541415954,1232226.3402241638,15298449.59045099,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,797843.2328463027,283275.8558107993,176886.77276783143,435134.1533316356,330746.5743297537,245529.43177927606,282136.8844123465,21784731.884774134
2024-02-05,109240995.026793,0.09240995026793009,0.09074233789600084,6853817.192919603,2128530.3680881,12766833.586758036,6648604.534396668,6078098.364076338,8732692.750624739,4114992.706626281,5684370.247634043,4012703.352488875,496752.97828873055,358469.8449711589,2278112.9041531757,2399719.4541415954,1252280.3990620545,15460808.760983216,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,798978.6788912246,284947.6890970847,181521.8376939789,435134.1533316356,328441.1548503836,245529.43177927606,282136.8844123465,22356872.534188204
2024-02-06,108615139.6555581,0.0861513965555809,0.07835616285395175,6744186.981585374,2128530.3680881,12301538.007610697,6651835.708529969,6057824.595308027,8732692.750624739,4002396.7840798944,5604964.927168955,4012703.352488875,487009.18041427986,350739.8157505778,2280152.1607449725,2399719.4541415954,1226646.2111348084,15570070.647885071,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,792032.2816744277,334411.39965311496,180853.09558277283,435134.1533316356,265473.80359687406,245529.43177927606,282136.8844123465,22467912.442635465
2024-02-07,110742005.5117019,0.10742005511701902,0.0958702716506219,6929638.5477474835,2128530.3680881,12525759.328716654,6734465.04999115,6073126.656190596,8732692.750624739,4029362.976348266,5678057.924544443,4015631.754035202,495130.9277363624,354983.7773823527,2357991.1854031757,2399719.4541415954,1250730.3297871521,15868430.381771788,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,800782.0615816541,356837.2461344382,207233.74121265564,435134.1533316356,257596.8865283926,245529.43177927606,282136.8844123465,23521858.476876184
2024-02-08,112830349.97833474,0.12830349978334743,0.11309102622516343,6884360.610125413,2128530.3680881,12409252.347057719,6840173.252978821,6128207.356843672,8732692.750624739,4015643.213393554,5777397.087462534,4059348.80268022,504361.19590958016,360574.3575634745,2414075.70273716,2399719.4541415954,1428327.6071919373,15880646.129452454,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,833309.9132662246,356376.05757013767,215028.01487903745,435134.1533316356,270228.7816585501,245529.43177927606,282136.8844123465,25168651.28785031
2024-02-09,114341219.56682427,0.14341219566824281,0.1352856944848677,7130707.859347215,2128530.3680881,12638602.336758036,6970347.437701722,6211976.155702314,8732692.750624739,4047813.5289529413,6174426.793700327,4079429.45300981,531911.9303532448,378826.94974563393,2339636.309426613,2399719.4541415954,1457855.9156025818,16339368.331906067,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,847870.6957369277,359489.140856423,214612.93417530216,435134.1533316356,281996.1353229483,245529.43177927606,282136.8844123465,25051959.398812223
2024-02-12,113478218.23896247,0.1347821823896247,0.13348114728809368,7142074.94270598,2128530.3680881,12596836.168163676,7067285.628802796,6161485.202394209,8732692.750624739,4054436.9255212396,6164457.544539559,4059139.3872444304,529823.1461354103,377806.66937301424,2393681.047952004,2399719.4541415954,1414376.8634175232,15988530.131405579,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,842460.5476656386,356894.90844980686,212491.41839771424,435134.1533316356,278826.1560558279,245529.43177927606,282136.8844123465,24553223.291024134
2024-02-13,111408519.06294854,0.1140851906294853,0.11064770233370136,7130212.9813412335,2128530.3680881,12569723.657863993,6926032.285022278,5999685.099900923,8732692.750624739,3857157.2123330683,5990696.392439951,3863354.208106247,520832.12837417977,373737.6395230082,2315842.5455105975,2399719.4541415954,1379985.175063031,15543055.752072083,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,828901.6444673965,349227.4478937766,204858.56402759705,435134.1533316356,265281.6975215872,245529.43177927606,282136.8844123465,24005546.37177365
2024-02-14,113439980.6146148,0.134399806146148,0.13481598789006588,7305383.929140916,2128530.3680881,13094372.926205058,7106061.201953431,6038699.818589888,8732692.750624739,3871349.9451058954,6186054.566695322,3897449.098700729,534315.7473011818,381182.09731719765,2344055.046853371,2399719.4541415954,1444040.9908589295,15906457.650997864,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,876190.7058687636,357529.0399767539,209263.01487903745,435134.1533316356,273927.093857189,245529.43177927606,282136.8844123465,24329259.480599333
2024-02-15,113436715.76872095,0.13436715768720964,0.13299893945833974,7182605.07362639,2128530.3680881,12952219.247311015,7200228.861514588,6147332.755647383,8732692.750624739,3861888.3658059686,6234894.110259165,3922968.9084236296,533195.5047245827,381176.1535839823,2292388.7447293475,2399719.4541415954,1422999.0260151795,15999371.205990538,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,906113.4658785292,348881.5399767539,211315.35347156675,435134.1533316356,270661.0523914297,245529.43177927606,282136.8844123465,24284088.139656954
2024-02-16,112874450.91163094,0.12874450911630952,0.12543751288052007,7178155.704806199,2128530.3680881,12740454.542034525,7048358.484820862,6134710.639405928,8732692.750624739,3761119.963118896,6630593.27273475,3937610.3993599075,540342.758676609,386416.93825958046,2253299.77304966,2399719.4541415954,1415597.5504902771,15983886.862545716,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,913861.469296498,344327.2066904685,208179.19206409607,435134.1533316356,269460.3023914297,245529.43177927606,282136.8844123465,23843687.5921716
2024-02-20,111035471.52352364,0.11035471523523643,0.10783638092403791,6865679.154284349,2128530.3680881,12141065.578716654,7014661.848605652,6224981.4766556835,8732692.750624739,3818363.8640283197,6284065.255126108,3961874.3802253874,525412.1427174415,380819.80182311806,2210811.4311307147,2399719.4541415954,1380372.5420063904,15650597.156368958,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,905245.3589449355,327378.0926157615,207510.4675462738,435134.1533316356,264513.21825446683,245529.43177927606,282136.8844123465,23587731.49475949
2024-02-21,110977143.67867881,0.10977143678678813,0.10522386556147656,6669947.725298753,2128530.3680881,12038479.907863993,7016971.737552186,6276238.217302046,8732692.750624739,3855265.3330606073,6334320.182723152,4052236.9748298796,526281.6403218117,380907.4151730326,2227126.789407082,2399719.4541415954,1383472.800856488,15627196.665829407,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,897363.8401461074,331240.6540514609,208409.80613880313,442300.3921164256,270516.96825446683,245529.43177927606,282136.8844123465,23589612.52137082
2024-02-22,115767318.54635842,0.15767318546358422,0.16015999638799272,7763869.890978685,2128530.3680881,13325922.194546124,7143453.363772889,6327876.296403608,8732692.750624739,4064371.8384622186,6647155.231734385,4014376.257056442,551037.4701710548,399516.064197996,2374986.469949074,2399719.4541415954,1436523.1849507263,16378084.008297669,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,902974.2612886855,348650.9566904685,211592.07980518494,457857.8977240306,278201.76092567045,245529.43177927606,282136.8844123465,24291615.213021208
2024-02-23,114793385.33315453,0.1479338533315453,0.14714985193925711,7791449.3289211895,2128530.3680881,12934633.962887187,7150838.480777283,6261319.3611313915,8704346.657801254,4068629.29447113,6561625.374877085,3976725.6184761203,541783.940279087,390781.45332000527,2297147.7063992694,2399719.4541415954,1397442.6723774842,16058045.337094057,3214911.0086999326,692300.6744339406,461954.7881574388,691478.7460449279,885341.186093373,339369.3031717917,212076.3376939789,457857.8977240306,269220.1560558279,245529.43177927606,282136.8844123465,24378189.907845426
2024-02-26,115791959.91814393,0.15791959918143927,0.15919060450874634,7818634.37553679,2128530.3680881,12897262.997311015,7248698.698840638,6284652.546739302,8704346.657801254,4232319.782645568,6774286.30854713,3953716.802710739,547770.2436467018,399545.2383999613,2332498.389138527,2399719.4541415954,1404727.9378193787,16304786.310360657,3214911.0086999326,692300.6744339406,461954.7881574388,700044.440344467,885140.8616304824,337697.4478937766,212099.40262012635,459940.3752936107,281611.8865283926,245529.43177927606,282136.8844123465,24587096.60462277
2024-02-27,115475093.12393159,0.15475093123931583,0.15705786955167667,7779982.514422288,2128530.3680881,13043080.649822611,7307324.184710999,6309133.48022624,8651703.543367965,4345387.947364197,6751323.5649558185,3954971.9678108366,543084.9609394874,395899.59745452675,2349833.1146023944,2399719.4541415954,1374501.7674092224,16197762.014401184,3214911.0086999326,692300.6744339406,461954.7881574388,687161.6148439788,880999.623593373,334526.7022921225,210554.38684253843,454550.3921164256,276952.98898734647,245529.43177927606,282136.8844123465,24201275.498055384
2024-02-28,114310867.3131407,0.14310867313140707,0.14406022633789317,7677370.504305711,2128530.3680881,12936098.657863993,7230770.726474305,6236457.089189253,8501873.500948532,4244145.847213134,6574271.231124033,3927570.406073774,538382.4591084328,393223.6017193583,2295788.1149686053,2399719.4541415954,1360376.9372816493,16165585.670773255,3214911.0086999326,692300.6744339406,461954.7881574388,687709.840368881,879196.1895113417,334238.4566904685,207164.56402759705,448854.14024722396,273158.61459006864,245529.43177927606,282136.8844123465,23973548.150948454
2024-02-29,117050338.84975418,0.17050338849754176,0.17496218679855025,7820611.620943895,2128530.3680881,14107766.31037559,7320777.767184754,6400552.687440596,8716494.828692062,4286724.77317749,6710054.463622202,4012494.505042282,547472.6572056618,398657.21743438515,2435829.687844582,2399719.4541415954,1360376.9372816493,16375159.080807434,3214911.0086999326,692300.6744339406,461954.7881574388,709912.1308657072,897497.2527437636,342943.5970141074,211753.4991014496,469250.4014624339,284589.7597202261,245529.43177927606,282136.8844123465,24216337.062081266
2024-03-01,121130923.82616064,0.2113092382616064,0.22533706606453596,8133682.780611863,2128530.3680881,14848576.6050991,7566674.866092225,6542844.808503828,8872399.73698674,4501508.735511169,6997265.164198983,4103274.9348823703,572724.5250340309,419263.9136318949,2515026.8974892697,2399719.4541415954,1360376.9372816493,17050683.5038421,3214911.0086999326,692300.6744339406,461954.7881574388,725604.4408937834,925550.1807222792,365945.9566904685,215004.9675462738,478989.129032014,309805.49139823514,245529.43177927606,282136.8844123465,25200637.640999723
2024-03-04,123160232.95056936,0.2316023295056937,0.2383595903770106,8426092.972414842,2128530.3680881,15047884.694546124,7727667.598041077,6596013.218110762,9234826.672144515,4530840.140693054,6971972.934386361,4091085.3635017546,570384.9049778783,419404.1131405619,2515026.8974892697,2399719.4541415954,1360376.9372816493,17172849.545590155,3214911.0086999326,692300.6744339406,461954.7881574388,725261.8658205413,937305.7012300917,385662.2461344382,212537.54825000916,485665.4033316356,303081.3023914297,245529.43177927606,282136.8844123465,26021210.281380583
2024-03-05,120992809.41917405,0.20992809419174052,0.21297079590143975,8498359.516528001,2128530.3680881,15031031.757610697,7490586.50110199,6554703.2630666215,8738766.735468488,4469338.056128844,6902082.13992225,3988948.709601608,561971.4775105324,412428.07597015175,2515026.8974892697,2399719.4541415954,1360376.9372816493,16670423.65899347,3214911.0086999326,692300.6744339406,461954.7881574388,711077.0969301603,905980.053280873,380185.513727822,206034.61136036072,473415.4033316356,294964.23898734647,245529.43177927606,282136.8844123465,25402026.165169645
2024-03-06,124376320.20150489,0.24376320201504886,0.24232672984928372,8768837.168429246,2128530.3680881,15434044.257610697,7789374.419391175,6507751.409144128,9012105.263090713,4520904.863929138,7061162.303908454,4028878.690833297,572917.024843296,415875.13769575616,2515026.8974892697,2399719.4541415954,1360376.9372816493,17274196.356014952,3214911.0086999326,692300.6744339406,461954.7881574388,731566.2485414884,929824.7285738417,373152.2066904685,210485.19206409607,494669.1608084422,305915.07312430936,245529.43177927606,282136.8844123465,26644174.25232785
2024-03-07,128246293.74517174,0.28246293745171736,0.2840613138239627,9161208.939745776,2128530.3680881,15489000.507610697,8152652.30075409,6636490.33767196,9344161.771021469,4682703.109008178,7075807.079711069,4166322.5880806115,580332.788087925,415875.13769575616,2515026.8974892697,2399719.4541415954,1360376.9372816493,18021990.68401788,3214911.0086999326,692300.6744339406,461954.7881574388,753768.4336305998,971035.7566500136,370846.1978937766,217380.14473133243,511880.39585482894,314176.23898734647,245529.43177927606,282136.8844123465,28080174.88953488
2024-03-08,124747956.93230173,0.2474795693230174,0.23234661773626675,8652975.271914354,2128530.3680881,15196632.8550991,7913713.797931214,6524033.749186242,8908844.249659164,4618362.114066467,6841180.275633921,4117986.120337692,558208.2584400978,415875.13769575616,2515026.8974892697,2399719.4541415954,1360376.9372816493,17109015.037289374,3214911.0086999326,692300.6744339406,461954.7881574388,727249.2228762052,935235.1336031386,368194.3031717917,213344.64473133243,492770.379032014,306299.30359687406,245529.43177927606,282136.8844123465,27547550.633553434
2024-03-11,121979570.83473322,0.21979570834733209,0.21554847772583363,8479576.062929979,2128530.3680881,14537157.8550991,7939231.617343445,6595596.360987389,9082971.414290054,4471231.026870117,6701734.94387733,4165692.3505012677,543359.2856617775,415875.13769575616,2515026.8974892697,2399719.4541415954,1360376.9372816493,16564256.927792298,3214911.0086999326,692300.6744339406,461954.7881574388,728825.1209169768,930960.3801851699,354531.25932947604,213898.07980518494,490504.15893924056,299431.03045310575,245529.43177927606,282136.8844123465,26164251.37757199
2024-03-12,124823193.02028121,0.2482319302028122,0.2409793880123594,9086471.783297412,2128530.3680881,14857369.247311018,8030168.844546814,6618693.748011315,9159911.6509348,4608900.534766541,6820546.5009452,4186497.8238289035,556006.6185398903,419890.8477875069,2515026.8974892697,2399719.4541415954,1360376.9372816493,16936260.16912531,3214911.0086999326,692300.6744339406,461954.7881574388,741502.4013735197,948727.176327748,362429.3031717917,215558.40262012635,497547.91828524886,299431.03045310575,245529.43177927606,282136.8844123465,27176792.574471403
2024-03-13,122382326.52589643,0.22382326525896423,0.21026640253054119,8985140.411684861,2128530.3680881,14273367.407863993,7852472.811603089,6538420.044260705,8752940.121794326,4454672.717360839,6674777.465087046,4173888.4259407194,541903.3383198585,414065.7252365425,2515026.8974892697,2399719.4541415954,1360376.9372816493,16669390.51293634,3214911.0086999326,692300.6744339406,461954.7881574388,722657.9263368986,932630.1961031386,356145.4522921225,211084.75699024354,477396.6626776439,299431.03045310575,245529.43177927606,282136.8844123465,26751455.074471403
2024-03-14,120445130.61306226,0.20445130613062257,0.18906345845329864,8694100.011980882,2128530.3680881,13706951.970928565,7815356.5902743535,6480110.657465661,8655753.193808181,4325518.121482238,6681101.686507334,4086251.5507881315,541301.0324498024,416241.91225589067,2515026.8974892697,2399719.4541415954,1360376.9372816493,16514531.019222964,3214911.0086999326,692300.6744339406,461954.7881574388,711693.7847658538,918870.8142672011,344384.8470141074,207302.91839771424,468576.6477240306,299431.03045310575,245529.43177927606,282136.8844123465,26277166.378792692
2024-03-15,119854821.83348691,0.19854821833486924,0.1826156127559202,8683522.466814866,2128530.3680881,14000051.970928565,7757361.613589783,6532364.277384484,8633480.506601913,4411620.821578369,6611211.926680674,4102433.9543525847,532185.4827137794,411174.1485382393,2515026.8974892697,2399719.4541415954,1360376.9372816493,16177801.418453919,3214911.0086999326,692300.6744339406,461954.7881574388,706280.3080507657,908451.3726168105,338792.7899767539,204489.59558277283,463370.4070700389,299431.03045310575,245529.43177927606,282136.8844123465,25780311.297615934
2024-03-18,119824297.83366285,0.19824297833662863,0.1825883042329668,8744616.101076951,2128530.3680881,13970008.952587506,7744370.1572604375,6407033.180247033,8647654.67335759,4436695.134574279,6680435.379988777,4018791.238898483,541067.2340031469,415262.00953067094,2515026.8974892697,2399719.4541415954,1360376.9372816493,16197248.11791681,3214911.0086999326,676487.8309666951,461954.7881574388,704909.7969423673,902172.8606539199,343577.75053278415,205019.9833238617,464289.1664160472,295716.15865745145,245529.43177927606,282136.8844123465,25820756.336678434
