Date,portfolio_equity,portfolio_cum_return,benchmark_cum_return,AXP_asset,AMGN_asset,AMZN_asset,AAPL_asset,BA_asset,CAT_asset,CSCO_asset,CVX_asset,GS_asset,HD_asset,HON_asset,IBM_asset,JNJ_asset,KO_asset,JPM_asset,MCD_asset,MMM_asset,MRK_asset,MSFT_asset,NVDA_asset,NKE_asset,PG_asset,TRV_asset,UNH_asset,CRM_asset,VZ_asset,V_asset,WMT_asset,DIS_asset,SHW_asset
2024-09-11,1233273.1618713574,0.23327316187135727,0.08343281495176091,14015.251721072305,10752.682675826074,160655.69399278946,269337.3537188951,13383.447249926203,14235.006349062844,16921.990619331813,21145.9392001792,11682.007213252498,30370.557044663474,11012.531294007122,15712.989645597178,28586.27696297908,22804.19969489307,43282.90643573722,18733.715503488253,5449.128324517982,23109.133927054685,279163.6760802238,20816.545477320728,12254.675430929805,30564.06288341091,4199.744835057441,43500.35006247477,20818.045758558266,11893.022706544883,40785.29291533638,14537.091594340975,16179.708801624127,7370.133752261794
2024-09-12,1240157.011854573,0.24015701185457283,0.08966530468511302,14068.565197634805,10755.260068404199,162815.770271476,269470.4772387926,13383.447249926203,14427.506410098,17094.272723824,21145.9392001792,11751.786418574764,30691.03723875527,11046.294065613569,15841.07146322413,28555.08458016658,22852.27166297168,43151.736269721616,18869.99940851755,5523.967588433998,23217.57099980859,281776.6510863274,21214.64311831194,12254.675430929805,30485.02284434841,4248.920463719552,43403.17452536539,21132.717633558266,11909.295167482383,40785.29291533638,14688.047526958162,16179.708801624127,7416.804284488357
2024-09-13,1244459.4232832005,0.24445942328320047,0.09754045810223655,14280.172497439495,10832.216611372949,162371.56505602194,269143.77869142935,13383.447249926203,14668.339478945656,17159.740253120875,21145.9392001792,11870.820994990781,31143.289741196677,10998.318234905444,16077.868399259287,28707.558457119703,23066.835597297853,42676.985171088796,19138.70482233591,5571.780942926183,23306.992377796596,284145.42720937426,21207.532461573657,12254.675430929805,30592.164323840596,4314.021324315255,43834.23702536539,21232.08695728873,12063.873109376917,40785.29291533638,14861.085872295076,16179.708801624127,7444.96407452742
2024-09-16,1238924.8800986912,0.23892488009869117,0.10359366341966125,14395.043591189493,10922.693051802637,160977.9597398598,261666.3922168199,13383.447249926203,14779.718507265969,17583.55708661697,21145.9392001792,12019.797130244686,31307.593330063864,10917.924220318337,16254.350302335459,28962.257370693922,23289.470233223146,43414.093081245046,19148.989551339815,5631.2372875306755,23306.992377796596,284640.317346093,20795.217581202563,12254.675430929805,31147.17970469997,4391.5468980457235,43608.41256247477,21425.857587171544,12218.453370607383,40785.29291533638,14853.72554362076,16179.708801624127,7517.03682843367
2024-09-17,1242213.527699679,0.24221352769967885,0.10317212236083706,14631.932751345743,10843.483884322168,162711.2545244057,262235.0455981676,13383.447249926203,15020.550263857765,17438.839679390407,21145.9392001792,12025.351329463436,31407.641090073634,10894.743159527321,16028.723257657726,28976.12342904353,23192.673236152834,43703.52240253411,18959.991809640596,5587.99714470841,23306.992377796596,287154.3143248527,20583.728506495532,12254.675430929805,30908.313249621846,4378.946952977364,43232.83376880891,21283.42570240592,11968.958924806604,40785.29291533638,14492.913928630525,16179.708801624127,7496.162804996169
2024-09-18,1241942.1832965126,0.24194218329651251,0.1004390448521757,14454.955456423868,10847.347897994043,162319.29389208148,266953.77867617056,13383.447249926203,15080.652894473,17425.05870404861,21218.794000503935,12005.793376582576,31470.27307859902,10757.768428082012,16089.038290616709,28816.715134365797,23176.54211737842,43345.380190620046,18849.42586115427,5579.264081964269,23306.992377796596,284290.60723256756,20189.184835841235,12254.675430929805,30564.06288341091,4347.6213609363485,43232.83376880891,21087.692731214513,11914.720094240198,40785.29291533638,14572.069919231111,16179.708801624127,7443.191613589919
2024-09-19,1264490.0555355076,0.26449005553550764,0.11428205964754201,14816.058727908243,10944.911130415918,165315.53601854632,276851.01109804556,13383.447249926203,15845.181031680031,17724.83165326736,21369.877160904325,12470.587535518123,31985.157569565818,10866.294520611305,16010.850241300303,28586.27696297908,23036.7301751605,43959.640078315366,18966.422321115206,5599.221525201574,23306.992377796596,289490.1181883781,20988.9354461928,12254.675430929805,30146.045183215596,4309.645744481271,43232.83376880891,22212.332196546544,11930.989076173792,40785.29291533638,14389.825099589998,16179.708801624127,7530.626305972732
2024-09-20,1263841.6663127698,0.26384166631276984,0.11529406890694505,14829.246960330118,10990.955564009668,166822.3755876381,276040.36568178574,13383.447249926203,15656.465516543312,17907.45189252517,21471.08867823831,12340.204234736873,31946.11017576699,10847.856227154274,16294.563101407726,28399.386153326974,23036.7301751605,44086.66070819817,19157.9881780488,5637.890424737707,23306.992377796596,287233.4885802238,20656.595083643973,12254.675430929805,30616.75343516872,4326.271629491035,43232.83376880891,22279.515790296544,12036.755433595665,40785.29291533638,14577.592662456209,16179.708801624127,7506.403893863357
2024-09-23,1263485.5417660375,0.26348554176603756,0.11691912522462333,14736.360241580118,10933.962399947168,168808.2545244057,273947.18108095566,13383.447249926203,15755.237702822611,17983.256183296657,21743.919305679716,12315.576549189998,32116.924689927146,10869.983241314429,16503.063376065926,28399.386153326974,23036.7301751605,44159.54291034659,19301.342578683565,5674.062101373449,23306.992377796596,286072.1913084953,20702.803488184985,12254.675430929805,30475.954541512612,4340.621696629706,43232.83376880891,22064.706708265294,12017.771668947229,40785.29291533638,14811.38546335953,16179.708801624127,7572.373132144607
2024-09-24,1264778.4974239965,0.2647784974239964,0.11913496046110583,14676.451794314493,10782.950437056543,168877.93611925433,275036.10803713236,13383.447249926203,16375.601411318703,18096.964679390407,21730.722101089872,12330.304332393123,32824.58704344277,10949.006648296852,16538.06316244288,28399.386153326974,23036.7301751605,44190.76825214348,19379.12620905466,5739.754285821691,23306.992377796596,283208.4842162102,21522.10161440569,12254.675430929805,30475.954541512612,4316.6465074207235,43232.83376880891,22581.40617115592,12126.249330080043,40785.29291533638,14873.9746509816,16179.708801624127,7566.269006168044
2024-09-25,1263055.6677654881,0.26305566776548805,0.11135374752072758,14674.257458376993,10201.436093794824,167632.3992082436,273826.18506349967,13383.447249926203,16052.811402773781,18141.758685738067,21220.259820816435,12164.186473506405,32521.183112778708,11028.556636089821,16557.42629110499,28399.386153326974,23036.7301751605,43899.25592304192,19391.981097970674,5713.976331720129,23306.992377796596,285148.3963866203,21991.289526392993,12254.675430929805,30475.954541512612,4287.595909276193,43232.83376880891,22884.129681898106,12096.416871583948,40785.29291533638,15008.35950052994,16179.708801624127,7558.78487530867
2024-09-26,1264022.0035536694,0.26402200355366934,0.1182570779022376,14783.080456423868,10402.359616744043,166439.1334611732,275217.6299640123,13383.447249926203,16587.015016055033,18210.670428902125,20929.82729518167,12303.744884150936,32502.47782103066,11041.72823643162,16721.245810147957,28399.386153326974,23036.7301751605,43813.88885761223,19596.40388849802,5832.05639458634,23306.992377796596,284620.5135741203,22085.482641627368,12254.675430929805,30475.954541512612,4282.870964207833,43232.83376880891,23022.636884046544,12115.399476564417,40785.29291533638,14735.908923747713,16289.678027915814,7612.938317691482
